"city_ID","scientific_name","city","state","district","native","greater_metro","tree_ID","planted_date","most_recent_observation","retired_date","most_recent_observation_type","common_name","longitude_coordinate","latitude_coordinate","location_type","zipcode","address","neighborhood","location_name","ward","overhead_utility","diameter_breast_height_CM","condition","height_M","height_binned_M","diameter_breast_height_binned_CM","percent_population"
758,"Ulmus americana","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,"Acer rubrum","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,"Acer rubrum","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"Acer rubrum","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
508,"Quercus bicolor","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,"Juniperus chinensis","Jersey City","New Jersey",NA,"introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,"Juniperus chinensis","Jersey City","New Jersey",NA,"introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
259,"Juniperus virginiana","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
341,"Platanus occidentalis","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"Quercus rubra","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,"Quercus rubra","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,"Quercus rubra","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,"Quercus bicolor","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,"Gleditsia triacanthos","Jersey City","New Jersey","inermis","introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,"Cercis canadensis","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"Cornus florida","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,"Juniperus virginiana","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
207,"Juniperus virginiana","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,"Juniperus virginiana","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,"Juniperus virginiana","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,"Amelanchier laevis","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,"Amelanchier canadensis","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"Acer rubrum","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"Acer rubrum","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,"Quercus rubra","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,"Quercus rubra","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
528,"Quercus bicolor","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,"Thuja occidentalis","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
732,"Tilia cordata","Jersey City","New Jersey",NA,"introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
751,"Tilia cordata","Jersey City","New Jersey",NA,"introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
753,"Tilia cordata","Jersey City","New Jersey",NA,"introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,"Tilia cordata","Jersey City","New Jersey",NA,"introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,"Quercus rubra","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
495,"Quercus rubra","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,"Gleditsia triacanthos","Jersey City","New Jersey",NA,"introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,"Cornus kousa","Jersey City","New Jersey",NA,"introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,"Cornus kousa","Jersey City","New Jersey",NA,"introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,"Tilia cordata","Jersey City","New Jersey",NA,"introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
742,"Tilia cordata","Jersey City","New Jersey",NA,"introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,"Juniperus chinensis","Jersey City","New Jersey",NA,"introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,"Juniperus chinensis","Jersey City","New Jersey",NA,"introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,"Juniperus chinensis","Jersey City","New Jersey",NA,"introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,"Magnolia virginiana","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
348,"Platanus occidentalis","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
355,"Platanus occidentalis","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
365,"Pseudotsuga menziesii","Jersey City","New Jersey",NA,"introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,"Platanus occidentalis","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,"Juniperus virginiana","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,"Juniperus virginiana","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,"Acer rubrum","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,"Acer rubrum","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,"Acer saccharum","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"Acer saccharum","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"Acer saccharum","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,"Acer rubrum","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,"Quercus bicolor","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"Quercus bicolor","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,"Quercus rubra","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,"Quercus rubra","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,"Quercus rubra","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
516,"Quercus bicolor","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,"Acer rubrum","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,"Tilia cordata","Jersey City","New Jersey",NA,"introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,"Tilia cordata","Jersey City","New Jersey",NA,"introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,"Thuja occidentalis","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
624,"Thuja occidentalis","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,"Thuja occidentalis","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
533,"Quercus bicolor","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
541,"Quercus bicolor","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,"Acer saccharum","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,"Acer rubrum","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,"Acer rubrum","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,"Amelanchier canadensis","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,"Cornus kousa","Jersey City","New Jersey",NA,"introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,"Juniperus virginiana","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,"Juniperus chinensis","Jersey City","New Jersey",NA,"introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,"Juniperus chinensis","Jersey City","New Jersey",NA,"introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,"Juniperus chinensis","Jersey City","New Jersey",NA,"introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,"Juniperus chinensis","Jersey City","New Jersey",NA,"introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,"Juniperus virginiana","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
306,"Platanus occidentalis","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
321,"Platanus occidentalis","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,"Platanus occidentalis","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
366,"Pseudotsuga menziesii","Jersey City","New Jersey",NA,"introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,"Quercus rubra","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,"Quercus rubra","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,"Quercus rubra","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,"Quercus bicolor","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,"Quercus bicolor","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,"Quercus bicolor","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,"Quercus bicolor","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,"Thuja occidentalis","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
623,"Thuja occidentalis","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
654,"Thuja occidentalis","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,"Tilia cordata","Jersey City","New Jersey",NA,"introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,"Tilia cordata","Jersey City","New Jersey",NA,"introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
719,"Tilia cordata","Jersey City","New Jersey",NA,"introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
727,"Tilia cordata","Jersey City","New Jersey",NA,"introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
734,"Tilia cordata","Jersey City","New Jersey",NA,"introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
760,"Ulmus americana","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
763,"Ulmus americana","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,"Quercus bicolor","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,"Quercus rubra","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,"Cercis canadensis","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,"Amelanchier canadensis","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,"Amelanchier canadensis","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,"Cornus kousa","Jersey City","New Jersey",NA,"introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,"Liquidambar styraciflua","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
316,"Platanus occidentalis","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
352,"Platanus occidentalis","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"Acer rubrum","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"Acer saccharum","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,"Quercus rubra","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,"Quercus rubra","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,"Quercus rubra","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,"Quercus rubra","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
532,"Quercus bicolor","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,"Gleditsia triacanthos","Jersey City","New Jersey","inermis","introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"Gleditsia triacanthos","Jersey City","New Jersey","inermis","introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,"Gleditsia triacanthos","Jersey City","New Jersey","inermis","introduced","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
280,"Malus","Jersey City","New Jersey",NA,"no_info","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,"Platanus occidentalis","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
301,"Platanus occidentalis","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
275,"Magnolia virginiana","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,"Quercus bicolor","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,"Quercus bicolor","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,"Quercus rubra","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,"Thuja occidentalis","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,"Thuja occidentalis","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,"Thuja occidentalis","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
647,"Thuja occidentalis","Jersey City","New Jersey",NA,"naturally_occurring","Jerseycity",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
