"common_name","scientific_name","city","state","diameter_breast_height_CM","height_M","native","height_binned_M","diameter_breast_height_binned_CM","greater_metro","city_ID","tree_ID","planted_date","most_recent_observation","retired_date","most_recent_observation_type","longitude_coordinate","latitude_coordinate","location_type","zipcode","address","neighborhood","location_name","ward","district","overhead_utility","condition","percent_population"
"Southern live oak","Quercus virginiana","Phoenix","Arizona",7.5,4.8,"introduced","4.57 to 9.14 m","0 to 15.24 cm","Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bottle tree","Brachychiton rupestris","Phoenix","Arizona",24.772969,8.1,"introduced","4.57 to 9.14 m","15.24 to 30.48 cm","Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fremont cottonwood","Populus fremontii","Phoenix","Arizona",35.9,25.6,"introduced","more than 18.29 m","30.48 to 45.72 cm","Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkish pine","Pinus brutia","Phoenix","Arizona",53,9.5,"introduced","9.14 to 13.71 m","45.72 to 60.96 cm","Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turkish pine","Pinus brutia","Phoenix","Arizona",25.519013,5.95,"introduced","4.57 to 9.14 m","15.24 to 30.48 cm","Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Iron wood","Ostrya virginiana","Phoenix","Arizona",4.924429,3.27,"introduced","0 to 4.57 m","0 to 15.24 cm","Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cholla","Cylindropuntia fulgida","Phoenix","Arizona",5.8,2.5,"naturally_occurring","0 to 4.57 m","0 to 15.24 cm","Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cholla","Cylindropuntia fulgida","Phoenix","Arizona",7.767883,2.1,"naturally_occurring","0 to 4.57 m","0 to 15.24 cm","Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ocotillo","Fouquieria splendens","Phoenix","Arizona",3.324154,4.39,"naturally_occurring","0 to 4.57 m","0 to 15.24 cm","Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Saguaro","Carnegiea gigantea","Phoenix","Arizona",52.1,6.31,"naturally_occurring","4.57 to 9.14 m","45.72 to 60.96 cm","Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leafless palo verde","Cercidium floridum","Phoenix","Arizona",15.854968,4.72,"no_info","4.57 to 9.14 m","15.24 to 30.48 cm","Phoenix",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
