"scientific_name","city","state","native","diameter_breast_height_binned_CM","greater_metro","city_ID","tree_ID","planted_date","most_recent_observation","retired_date","most_recent_observation_type","common_name","longitude_coordinate","latitude_coordinate","location_type","zipcode","address","neighborhood","location_name","ward","district","overhead_utility","diameter_breast_height_CM","condition","height_M","height_binned_M","percent_population"
NA,"Worcester","Massachusetts","no_info",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Worcester","Massachusetts","no_info",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Worcester","Massachusetts","no_info",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Worcester","Massachusetts","no_info",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Worcester","Massachusetts","no_info",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Worcester","Massachusetts","no_info",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Worcester","Massachusetts","no_info",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Worcester","Massachusetts","no_info",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Worcester","Massachusetts","no_info",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,"Worcester","Massachusetts","no_info",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ailanthus altissima","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ailanthus altissima","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ailanthus altissima","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ailanthus altissima","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ailanthus altissima","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ailanthus altissima","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ailanthus altissima","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ailanthus altissima","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juglans nigra","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salix","Worcester","Massachusetts","no_info",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zelkova serrata","Worcester","Massachusetts","introduced",NA,"Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus pennsylvanica","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus pennsylvanica","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus pennsylvanica","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus pennsylvanica","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus pennsylvanica","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus pennsylvanica","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus pennsylvanica","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus pennsylvanica","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus pennsylvanica","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus pennsylvanica","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus pennsylvanica","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus pennsylvanica","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus pennsylvanica","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus pennsylvanica","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus pennsylvanica","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus pennsylvanica","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus pennsylvanica","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus pennsylvanica","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus pennsylvanica","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fraxinus americana","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Populus grandidentata","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Betula papyrifera","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Betula nigra","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acer negundo","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Acer negundo","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juglans cinerea","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Catalpa speciosa","Worcester","Massachusetts","introduced","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Catalpa speciosa","Worcester","Massachusetts","introduced","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Catalpa speciosa","Worcester","Massachusetts","introduced","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Catalpa speciosa","Worcester","Massachusetts","introduced","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Catalpa speciosa","Worcester","Massachusetts","introduced","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Catalpa speciosa","Worcester","Massachusetts","introduced","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Catalpa speciosa","Worcester","Massachusetts","introduced","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prunus serotina","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prunus serotina","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prunus serotina","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prunus serotina","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prunus serotina","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prunus serotina","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prunus serotina","Worcester","Massachusetts","naturally_occurring","45.72 to 60.96 cm","Worcester",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
