"city_ID","common_name","scientific_name","city","state","location_type","ward","diameter_breast_height_CM","condition","native","diameter_breast_height_binned_CM","greater_metro","tree_ID","planted_date","most_recent_observation","retired_date","most_recent_observation_type","longitude_coordinate","latitude_coordinate","zipcode","address","neighborhood","location_name","district","overhead_utility","height_M","height_binned_M","percent_population"
370,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,"Japanese zelkova","Zelkova serrata","Richmond","Virginia","no_info","Council district 1",20.32,"good","introduced","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,"Littleleaf linden","Tilia cordata","Richmond","Virginia","no_info","Council district 1",33.02,"good","introduced","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
374,"Eastern red cedar","Juniperus virginiana","Richmond","Virginia","no_info","Council district 1",5.08,"good","naturally_occurring","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
375,"Japanese zelkova","Zelkova serrata","Richmond","Virginia","no_info","Council district 1",48.26,"good","introduced","45.72 to 60.96 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,"American holly","Ilex opaca","Richmond","Virginia","no_info","Council district 1",12.7,"fair","naturally_occurring","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
378,"Japanese zelkova","Zelkova serrata","Richmond","Virginia","no_info","Council district 1",33.02,"good","introduced","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
379,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
380,"Japanese zelkova","Zelkova serrata","Richmond","Virginia","no_info","Council district 1",45.72,"good","introduced","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
381,"Japanese zelkova","Zelkova serrata","Richmond","Virginia","no_info","Council district 1",27.94,"good","introduced","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
382,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
383,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
384,"Japanese zelkova","Zelkova serrata","Richmond","Virginia","no_info","Council district 1",45.72,"good","introduced","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
385,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
386,"Loblolly pine","Pinus taeda","Richmond","Virginia","no_info","Council district 1",30.48,"good","naturally_occurring","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
387,"Loblolly pine","Pinus taeda","Richmond","Virginia","no_info","Council district 1",30.48,"good","naturally_occurring","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
388,"Loblolly pine","Pinus taeda","Richmond","Virginia","no_info","Council district 1",38.1,"good","naturally_occurring","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
389,"American sycamore","Platanus occidentalis","Richmond","Virginia","no_info","Council district 1",5.08,"good","naturally_occurring","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
390,"Honeylocust","Gleditsia triacanthos","Richmond","Virginia","no_info","Council district 1",5.08,"good","naturally_occurring","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
391,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
392,"Japanese zelkova","Zelkova serrata","Richmond","Virginia","no_info","Council district 1",30.48,"good","introduced","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
393,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
394,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
395,"Sugar maple","Acer saccharum","Richmond","Virginia","no_info","Council district 1",17.78,"good","naturally_occurring","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
396,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
397,"Japanese zelkova","Zelkova serrata","Richmond","Virginia","no_info","Council district 1",30.48,"good","introduced","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
400,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
401,"Japanese zelkova","Zelkova serrata","Richmond","Virginia","no_info","Council district 1",15.24,"fair","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
402,"Sugar maple","Acer saccharum","Richmond","Virginia","no_info","Council district 1",12.7,"fair","naturally_occurring","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
403,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,"good","no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,"Sugar maple","Acer saccharum","Richmond","Virginia","no_info","Council district 1",60.96,"fair","naturally_occurring","45.72 to 60.96 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,"Sugar maple","Acer saccharum","Richmond","Virginia","no_info","Council district 1",60.96,"poor","naturally_occurring","45.72 to 60.96 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
406,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,"good","no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
407,"Flowering dogwood","Cornus florida","Richmond","Virginia","no_info","Council district 1",5.08,"poor","naturally_occurring","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
408,"Flowering dogwood","Cornus florida","Richmond","Virginia","no_info","Council district 1",5.08,"fair","naturally_occurring","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
409,"Carolina laurelcherry","Prunus caroliniana","Richmond","Virginia","no_info","Council district 1",7.62,"fair","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
410,NA,NA,"Richmond","Virginia","green_space","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
411,NA,NA,"Richmond","Virginia","green_space","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
412,NA,NA,"Richmond","Virginia","green_space","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
413,NA,NA,"Richmond","Virginia","green_space","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
414,"Silver maple","Acer saccharinum","Richmond","Virginia","green_space","Council district 1",50.8,"fair","naturally_occurring","45.72 to 60.96 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
415,NA,NA,"Richmond","Virginia","green_space","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,NA,NA,"Richmond","Virginia","green_space","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,NA,NA,"Richmond","Virginia","green_space","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
418,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
419,"Pin oak","Quercus palustris","Richmond","Virginia","green_space","Council district 1",83.82,"fair","naturally_occurring","more than 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
420,"Pin oak","Quercus palustris","Richmond","Virginia","green_space","Council district 1",76.2,"poor","naturally_occurring","60.96 to 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
421,NA,NA,"Richmond","Virginia","green_space","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
422,NA,NA,"Richmond","Virginia","green_space","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
423,NA,NA,"Richmond","Virginia","green_space","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
424,NA,NA,"Richmond","Virginia","green_space","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
425,"Pin oak","Quercus palustris","Richmond","Virginia","green_space","Council district 1",27.94,"good","naturally_occurring","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,"Common crapemyrtle","Lagerstroemia indica","Richmond","Virginia","green_space","Council district 1",5.08,"fair","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,"Common crapemyrtle","Lagerstroemia indica","Richmond","Virginia","green_space","Council district 1",5.08,"good","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
428,"Common crapemyrtle","Lagerstroemia indica","Richmond","Virginia","green_space","Council district 1",5.08,"good","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
429,"Common crapemyrtle","Lagerstroemia indica","Richmond","Virginia","green_space","Council district 1",5.08,"good","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
430,"Common crapemyrtle","Lagerstroemia indica","Richmond","Virginia","green_space","Council district 1",5.08,"good","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
431,"Common crapemyrtle","Lagerstroemia indica","Richmond","Virginia","green_space","Council district 1",5.08,"good","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
432,"Common crapemyrtle","Lagerstroemia indica","Richmond","Virginia","green_space","Council district 1",2.54,"good","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
433,"Common crapemyrtle","Lagerstroemia indica","Richmond","Virginia","green_space","Council district 1",2.54,"good","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
434,"Pin oak","Quercus palustris","Richmond","Virginia","green_space","Council district 1",76.2,"fair","naturally_occurring","60.96 to 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
435,"Pin oak","Quercus palustris","Richmond","Virginia","green_space","Council district 1",66.04,"fair","naturally_occurring","60.96 to 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
436,NA,NA,"Richmond","Virginia","green_space","Council district 1",NA,"good","no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
437,NA,NA,"Richmond","Virginia","green_space","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
438,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
439,"Pin oak","Quercus palustris","Richmond","Virginia","no_info","Council district 1",83.82,"fair","naturally_occurring","more than 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
440,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
441,"Water oak","Quercus nigra","Richmond","Virginia","no_info","Council district 1",71.12,"good","naturally_occurring","60.96 to 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
442,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
443,"Silver maple","Acer saccharinum","Richmond","Virginia","no_info","Council district 1",17.78,"good","naturally_occurring","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
444,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
445,"Pin oak","Quercus palustris","Richmond","Virginia","no_info","Council district 1",50.8,"poor","naturally_occurring","45.72 to 60.96 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
446,"Baldcypress","Taxodium distichum","Richmond","Virginia","no_info","Council district 1",5.08,"good","naturally_occurring","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
447,"Red maple","Acer rubrum","Richmond","Virginia","no_info","Council district 1",2.54,"good","naturally_occurring","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
448,"Willow oak","Quercus phellos","Richmond","Virginia","no_info","Council district 1",71.12,"good","naturally_occurring","60.96 to 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
449,"Sugar maple","Acer saccharum","Richmond","Virginia","no_info","Council district 1",22.86,"good","naturally_occurring","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
450,"Common crapemyrtle","Lagerstroemia indica","Richmond","Virginia","no_info","Council district 1",2.54,"good","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
451,"Common crapemyrtle","Lagerstroemia indica","Richmond","Virginia","no_info","Council district 1",7.62,"good","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
452,"Littleleaf linden","Tilia cordata","Richmond","Virginia","no_info","Council district 1",43.18,"fair","introduced","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
453,"Northern red oak","Quercus rubra","Richmond","Virginia","no_info","Council district 1",76.2,"good","naturally_occurring","60.96 to 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
454,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
455,"Common crapemyrtle","Lagerstroemia indica","Richmond","Virginia","no_info","Council district 1",2.54,"good","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
456,"Red maple","Acer rubrum","Richmond","Virginia","no_info","Council district 1",5.08,"good","naturally_occurring","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
457,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
458,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,"good","no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
459,"Common crapemyrtle","Lagerstroemia indica","Richmond","Virginia","no_info","Council district 1",7.62,"good","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
460,"Northern red oak","Quercus rubra","Richmond","Virginia","no_info","Council district 1",48.26,"good","naturally_occurring","45.72 to 60.96 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
461,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
462,"Willow oak","Quercus phellos","Richmond","Virginia","no_info","Council district 1",55.88,"fair","naturally_occurring","45.72 to 60.96 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
463,"Willow oak","Quercus phellos","Richmond","Virginia","no_info","Council district 1",55.88,"good","naturally_occurring","45.72 to 60.96 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
464,"Willow oak","Quercus phellos","Richmond","Virginia","no_info","Council district 1",50.8,"fair","naturally_occurring","45.72 to 60.96 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
465,"Green ash","Fraxinus pennsylvanica","Richmond","Virginia","no_info","Council district 1",25.4,"fair","naturally_occurring","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
466,"Pin oak","Quercus palustris","Richmond","Virginia","no_info","Council district 1",45.72,"fair","naturally_occurring","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
467,"Pin oak","Quercus palustris","Richmond","Virginia","no_info","Council district 1",30.48,"fair","naturally_occurring","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
468,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
469,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
470,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
471,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
472,"Eastern redbud","Cercis canadensis","Richmond","Virginia","no_info","Council district 1",12.7,"poor","naturally_occurring","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
473,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
474,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
475,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
476,"Littleleaf linden","Tilia cordata","Richmond","Virginia","no_info","Council district 1",27.94,"good","introduced","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
477,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
478,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
479,"Callery pear","Pyrus calleryana","Richmond","Virginia","no_info","Council district 1",12.7,"fair","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
480,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
481,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
482,"Littleleaf linden","Tilia cordata","Richmond","Virginia","no_info","Council district 1",35.56,"fair","introduced","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
483,"Littleleaf linden","Tilia cordata","Richmond","Virginia","no_info","Council district 1",30.48,"fair","introduced","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
484,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
485,NA,NA,"Richmond","Virginia","no_info","Council district 1",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
486,"Sugar maple","Acer saccharum","Richmond","Virginia","no_info","Council district 1",5.08,"fair","naturally_occurring","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
487,"Common crapemyrtle","Lagerstroemia indica","Richmond","Virginia","no_info","Council district 1",5.08,"fair","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
488,"Common crapemyrtle","Lagerstroemia indica","Richmond","Virginia","no_info","Council district 1",5.08,"fair","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
489,"Common crapemyrtle","Lagerstroemia indica","Richmond","Virginia","no_info","Council district 1",5.08,"fair","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
490,"Common crapemyrtle","Lagerstroemia indica","Richmond","Virginia","no_info","Council district 1",5.08,"fair","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
491,"Common crapemyrtle","Lagerstroemia indica","Richmond","Virginia","no_info","Council district 1",5.08,"fair","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
492,"Common crapemyrtle","Lagerstroemia indica","Richmond","Virginia","no_info","Council district 1",5.08,"fair","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
493,"Common crapemyrtle","Lagerstroemia indica","Richmond","Virginia","no_info","Council district 1",5.08,"fair","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
494,"Common crapemyrtle","Lagerstroemia indica","Richmond","Virginia","no_info","Council district 1",5.08,"fair","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
