"city_ID","common_name","scientific_name","city","state","location_type","ward","diameter_breast_height_CM","condition","native","diameter_breast_height_binned_CM","greater_metro","tree_ID","planted_date","most_recent_observation","retired_date","most_recent_observation_type","longitude_coordinate","latitude_coordinate","zipcode","address","neighborhood","location_name","district","overhead_utility","height_M","height_binned_M","percent_population"
2,NA,NA,"Richmond","Virginia","no_info","Council district 3",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,NA,NA,"Richmond","Virginia","green_space","Council district 3",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,"Green ash","Fraxinus pennsylvanica","Richmond","Virginia","no_info","Council district 3",30.48,"fair","naturally_occurring","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,"Green ash","Fraxinus pennsylvanica","Richmond","Virginia","no_info","Council district 3",40.64,"good","naturally_occurring","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,NA,"Richmond","Virginia","no_info","Council district 3",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,NA,NA,"Richmond","Virginia","no_info","Council district 3",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NA,NA,"Richmond","Virginia","no_info","Council district 3",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,NA,NA,"Richmond","Virginia","no_info","Council district 3",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"Green ash","Fraxinus pennsylvanica","Richmond","Virginia","no_info","Council district 3",66.04,"poor","naturally_occurring","60.96 to 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,"Sugar maple","Acer saccharum","Richmond","Virginia","no_info","Council district 3",15.24,"fair","naturally_occurring","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,"Sugar maple","Acer saccharum","Richmond","Virginia","no_info","Council district 3",20.32,"fair","naturally_occurring","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,NA,NA,"Richmond","Virginia","no_info","Council district 3",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,NA,NA,"Richmond","Virginia","no_info","Council district 3",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"Chinese elm","Ulmus parvifolia","Richmond","Virginia","no_info","Council district 2",10.16,"good","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"Chinese elm","Ulmus parvifolia","Richmond","Virginia","no_info","Council district 2",10.16,"good","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"Chinese elm","Ulmus parvifolia","Richmond","Virginia","no_info","Council district 2",10.16,"good","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"Chinese elm","Ulmus parvifolia","Richmond","Virginia","no_info","Council district 2",7.62,"good","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"Chinese elm","Ulmus parvifolia","Richmond","Virginia","no_info","Council district 2",5.08,"fair","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"Chinese elm","Ulmus parvifolia","Richmond","Virginia","no_info","Council district 2",10.16,"good","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,"Chinese pistache","Pistacia chinensis","Richmond","Virginia","no_info","Council district 2",10.16,"good","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"Chinese pistache","Pistacia chinensis","Richmond","Virginia","no_info","Council district 2",7.62,"poor","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,"Chinese pistache","Pistacia chinensis","Richmond","Virginia","no_info","Council district 2",10.16,"good","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"Chinese pistache","Pistacia chinensis","Richmond","Virginia","no_info","Council district 2",5.08,"fair","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"Chinese pistache","Pistacia chinensis","Richmond","Virginia","no_info","Council district 2",15.24,"good","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"Chinese pistache","Pistacia chinensis","Richmond","Virginia","no_info","Council district 2",15.24,"good","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,"Chinese pistache","Pistacia chinensis","Richmond","Virginia","no_info","Council district 2",10.16,"good","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"Chinese pistache","Pistacia chinensis","Richmond","Virginia","no_info","Council district 2",12.7,"fair","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,"Chinese pistache","Pistacia chinensis","Richmond","Virginia","no_info","Council district 2",12.7,"good","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,"Chinese pistache","Pistacia chinensis","Richmond","Virginia","no_info","Council district 2",12.7,"good","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,"Littleleaf linden","Tilia cordata","Richmond","Virginia","no_info","Council district 2",2.54,"good","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,"Sugar maple","Acer saccharum","Richmond","Virginia","no_info","Council district 2",50.8,"fair","naturally_occurring","45.72 to 60.96 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,"Red maple","Acer rubrum","Richmond","Virginia","no_info","Council district 2",22.86,"good","naturally_occurring","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"Red maple","Acer rubrum","Richmond","Virginia","no_info","Council district 2",45.72,"fair","naturally_occurring","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,"Red maple","Acer rubrum","Richmond","Virginia","no_info","Council district 2",22.86,"good","naturally_occurring","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,"Richmond","Virginia","no_info","Council district 2",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,"Richmond","Virginia","no_info","Council district 2",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,"Richmond","Virginia","no_info","Council district 2",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,"Red maple","Acer rubrum","Richmond","Virginia","no_info","Council district 2",7.62,"good","naturally_occurring","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,"Ginkgo","Ginkgo biloba","Richmond","Virginia","no_info","Council district 2",40.64,"fair","introduced","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,"Richmond","Virginia","no_info","Council district 2",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,"Ginkgo","Ginkgo biloba","Richmond","Virginia","no_info","Council district 2",2.54,"good","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,"Ginkgo","Ginkgo biloba","Richmond","Virginia","no_info","Council district 2",25.4,"fair","introduced","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,"Sugar maple","Acer saccharum","Richmond","Virginia","no_info","Council district 2",25.4,"fair","naturally_occurring","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,"Sugar maple","Acer saccharum","Richmond","Virginia","no_info","Council district 2",50.8,"fair","naturally_occurring","45.72 to 60.96 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"Red maple","Acer rubrum","Richmond","Virginia","no_info","Council district 2",38.1,"fair","naturally_occurring","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,"Richmond","Virginia","no_info","Council district 2",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,"Sugar maple","Acer saccharum","Richmond","Virginia","no_info","Council district 2",22.86,"fair","naturally_occurring","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,"Willow oak","Quercus phellos","Richmond","Virginia","no_info","Council district 2",66.04,"good","naturally_occurring","60.96 to 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"Willow oak","Quercus phellos","Richmond","Virginia","no_info","Council district 2",66.04,"good","naturally_occurring","60.96 to 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,"Japanese zelkova","Zelkova serrata","Richmond","Virginia","no_info","Council district 2",35.56,"good","introduced","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,"Richmond","Virginia","no_info","Council district 2",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,"Richmond","Virginia","no_info","Council district 2",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,"Richmond","Virginia","no_info","Council district 2",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,"Richmond","Virginia","no_info","Council district 2",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,"Ginkgo","Ginkgo biloba","Richmond","Virginia","no_info","Council district 2",55.88,"good","introduced","45.72 to 60.96 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,"Pin oak","Quercus palustris","Richmond","Virginia","no_info","Council district 2",40.64,"poor","naturally_occurring","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"American elm","Ulmus americana","Richmond","Virginia","no_info","Council district 2",71.12,"good","naturally_occurring","60.96 to 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,"Ginkgo","Ginkgo biloba","Richmond","Virginia","no_info","Council district 2",25.4,"poor","introduced","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,"Japanese zelkova","Zelkova serrata","Richmond","Virginia","no_info","Council district 2",35.56,"good","introduced","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"Winged elm","Ulmus alata","Richmond","Virginia","no_info","Council district 2",35.56,"good","naturally_occurring","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,"Richmond","Virginia","green_space","Council district 5",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,"Richmond","Virginia","green_space","Council district 5",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,"Richmond","Virginia","green_space","Council district 5",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,"Richmond","Virginia","green_space","Council district 5",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,"Richmond","Virginia","green_space","Council district 5",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,"Richmond","Virginia","no_info","Council district 5",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,"Richmond","Virginia","no_info","Council district 5",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,"Richmond","Virginia","no_info","Council district 5",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,"Richmond","Virginia","no_info","Council district 5",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,"Richmond","Virginia","no_info","Council district 5",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,"Richmond","Virginia","no_info","Council district 5",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,"Richmond","Virginia","no_info","Council district 5",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"Green ash","Fraxinus pennsylvanica","Richmond","Virginia","green_space","Council district 5",78.74,"good","naturally_occurring","more than 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"White ash","Fraxinus americana","Richmond","Virginia","green_space","Council district 5",45.72,"good","naturally_occurring","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,"Richmond","Virginia","green_space","Council district 5",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,"Richmond","Virginia","no_info","Council district 5",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"Norway maple","Acer platanoides","Richmond","Virginia","green_space","Council district 5",30.48,"poor","introduced","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,"Richmond","Virginia","no_info","Council district 5",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,"Richmond","Virginia","green_space","Council district 5",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,"Richmond","Virginia","no_info","Council district 5",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,"Sugar maple","Acer saccharum","Richmond","Virginia","green_space","Council district 5",66.04,"poor","naturally_occurring","60.96 to 76.2 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,"Richmond","Virginia","no_info","Council district 5",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,"Richmond","Virginia","green_space","Council district 5",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,"Richmond","Virginia","no_info","Council district 5",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,"Richmond","Virginia","no_info","Council district 5",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,"Richmond","Virginia","no_info","Council district 5",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,"Hedge maple","Acer campestre","Richmond","Virginia","no_info","Council district 5",12.7,"fair","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"European hornbeam","Carpinus betulus","Richmond","Virginia","no_info","Council district 5",7.62,"fair","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"European hornbeam","Carpinus betulus","Richmond","Virginia","no_info","Council district 5",7.62,"good","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,"European hornbeam","Carpinus betulus","Richmond","Virginia","no_info","Council district 5",2.54,"good","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,"Richmond","Virginia","no_info","Council district 5",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,"Paperbark maple","Acer griseum","Richmond","Virginia","no_info","Council district 5",17.78,"good","introduced","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,"Paperbark maple","Acer griseum","Richmond","Virginia","no_info","Council district 5",17.78,"good","introduced","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,"Paperbark maple","Acer griseum","Richmond","Virginia","no_info","Council district 5",17.78,"good","introduced","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,"Paperbark maple","Acer griseum","Richmond","Virginia","no_info","Council district 5",17.78,"good","introduced","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,"Paperbark maple","Acer griseum","Richmond","Virginia","no_info","Council district 5",17.78,"good","introduced","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,"Paperbark maple","Acer griseum","Richmond","Virginia","no_info","Council district 5",15.24,"good","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,"Paperbark maple","Acer griseum","Richmond","Virginia","no_info","Council district 5",20.32,"good","introduced","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,"Sugar maple","Acer saccharum","Richmond","Virginia","no_info","Council district 5",20.32,"poor","naturally_occurring","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,"Sugar maple","Acer saccharum","Richmond","Virginia","no_info","Council district 5",20.32,"dead/dying","naturally_occurring","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,"Richmond","Virginia","no_info","Council district 5",NA,NA,"no_info",NA,"Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,"Sugar maple","Acer saccharum","Richmond","Virginia","no_info","Council district 5",20.32,"poor","naturally_occurring","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,"Sugar maple","Acer saccharum","Richmond","Virginia","no_info","Council district 5",15.24,"fair","naturally_occurring","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,"Green ash","Fraxinus pennsylvanica","Richmond","Virginia","no_info","Council district 5",40.64,"good","naturally_occurring","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,"Black ash","Fraxinus nigra","Richmond","Virginia","no_info","Council district 2",17.78,"good","naturally_occurring","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,"Chinese elm","Ulmus parvifolia","Richmond","Virginia","no_info","Council district 2",12.7,"good","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"Sugar maple","Acer saccharum","Richmond","Virginia","no_info","Council district 2",22.86,"poor","naturally_occurring","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,"Red maple","Acer rubrum","Richmond","Virginia","no_info","Council district 2",10.16,"good","naturally_occurring","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,"Sugar maple","Acer saccharum","Richmond","Virginia","no_info","Council district 2",40.64,"fair","naturally_occurring","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,"Sugar maple","Acer saccharum","Richmond","Virginia","no_info","Council district 2",25.4,"poor","naturally_occurring","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,"Sugar maple","Acer saccharum","Richmond","Virginia","no_info","Council district 2",35.56,"fair","naturally_occurring","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,"Sugar maple","Acer saccharum","Richmond","Virginia","no_info","Council district 2",30.48,"poor","naturally_occurring","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,"Sugar maple","Acer saccharum","Richmond","Virginia","no_info","Council district 2",30.48,"fair","naturally_occurring","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,"Yoshino flowering cherry","Prunus yedoensis","Richmond","Virginia","no_info","Council district 2",7.62,"fair","introduced","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"Sugar maple","Acer saccharum","Richmond","Virginia","no_info","Council district 2",38.1,"fair","naturally_occurring","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,"Sugar maple","Acer saccharum","Richmond","Virginia","no_info","Council district 2",40.64,"good","naturally_occurring","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,"Sugar maple","Acer saccharum","Richmond","Virginia","no_info","Council district 2",35.56,"fair","naturally_occurring","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,"Sugar maple","Acer saccharum","Richmond","Virginia","no_info","Council district 2",25.4,"fair","naturally_occurring","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,"Sugar maple","Acer saccharum","Richmond","Virginia","no_info","Council district 2",25.4,"good","naturally_occurring","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,"Red maple","Acer rubrum","Richmond","Virginia","no_info","Council district 2",10.16,"good","naturally_occurring","0 to 15.24 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,"Red maple","Acer rubrum","Richmond","Virginia","no_info","Council district 2",25.4,"good","naturally_occurring","15.24 to 30.48 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,"Sugar maple","Acer saccharum","Richmond","Virginia","no_info","Council district 2",40.64,"fair","naturally_occurring","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,"Sugar maple","Acer saccharum","Richmond","Virginia","no_info","Council district 2",35.56,"poor","naturally_occurring","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,"Sugar maple","Acer saccharum","Richmond","Virginia","no_info","Council district 2",40.64,"good","naturally_occurring","30.48 to 45.72 cm","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
