"city_ID","planted_date","common_name","scientific_name","city","state","longitude_coordinate","latitude_coordinate","location_type","address","overhead_utility","diameter_breast_height_CM","condition","native","diameter_breast_height_binned_CM","greater_metro","tree_ID","most_recent_observation","retired_date","most_recent_observation_type","zipcode","neighborhood","location_name","ward","district","height_M","height_binned_M","percent_population"
99051,NA,"_multiple species (_multiple species)",NA,"Knoxville","Tennessee","-83.87668071","35.94941483","built_environment","2440 Aberdeen Ln","No",431.8,"good","no_info","more than 76.2 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100411,NA,"Black (robinia pseudoacacia) locust","Robinia pseudoacacia","Knoxville","Tennessee","-83.87590619","35.9481577","green_space","2525 Aberdeen Ln","No",68.58,"poor","naturally_occurring","60.96 to 76.2 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100826,NA,"Red (acer rubrum) maple","Acer rubrum","Knoxville","Tennessee","-84.08310585","35.86455343","built_environment","9500 Abrams Creek Way","No",5.08,"good","naturally_occurring","0 to 15.24 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100825,NA,"Red (acer rubrum) maple","Acer rubrum","Knoxville","Tennessee","-84.0832945","35.8644049","built_environment","9508 Abrams Creek Way","No",5.08,"good","naturally_occurring","0 to 15.24 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100824,NA,"Red (acer rubrum) maple","Acer rubrum","Knoxville","Tennessee","-84.08361324","35.86417086","built_environment","9520 Abrams Creek Way","No",10.16,"good","naturally_occurring","0 to 15.24 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100823,NA,"Red (acer rubrum) maple","Acer rubrum","Knoxville","Tennessee","-84.0835578","35.86402196","built_environment","9520 Abrams Creek Way","No",10.16,"good","naturally_occurring","0 to 15.24 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101680,NA,"Silver (acer saccharinum) maple","Acer saccharinum","Knoxville","Tennessee","-83.91008442","36.03246643","green_space","3911 Acorn Dr","No",68.58,"dead","naturally_occurring","60.96 to 76.2 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101681,NA,"Silver (acer saccharinum) maple","Acer saccharinum","Knoxville","Tennessee","-83.91014879","36.03246752","green_space","3911 Acorn Dr","No",101.6,"dead","naturally_occurring","more than 76.2 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100342,NA,"Black (juglans nigra) walnut","Juglans nigra","Knoxville","Tennessee","-83.89177059","35.97590205","built_environment","898 Addison St","Yes",30.48,"good","naturally_occurring","15.24 to 30.48 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95946,NA,"_multiple species (_multiple species)",NA,"Knoxville","Tennessee","-83.89084148","35.97384927","built_environment","1039 Addison St","No",1209.04,"good","no_info","more than 76.2 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97946,NA,"Vacant site medium (vacant site medium)",NA,"Knoxville","Tennessee","-83.96536548","35.93292798","built_environment","1406 Agawela Ave","No",0,NA,"no_info",NA,"Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97773,NA,"_multiple species (_multiple species)",NA,"Knoxville","Tennessee","-83.99876197","35.9312566","built_environment","300 Agnes Rd","No",355.6,"good","no_info","more than 76.2 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21081,NA,"Vacant site small (vacant site small)",NA,"Knoxville","Tennessee","-83.94944314","35.98336533","built_environment"," Alabama Ave","No",0,NA,"no_info",NA,"Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21082,NA,"Vacant site small (vacant site small)",NA,"Knoxville","Tennessee","-83.94948765","35.98339567","built_environment"," Alabama Ave","No",0,NA,"no_info",NA,"Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16300,2016,"River (betula nigra) birch","Betula nigra","Knoxville","Tennessee","-83.93878025","35.96770426","built_environment","700 Alfredda Delaney St","No",5.08,"fair","naturally_occurring","0 to 15.24 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16301,2015,"Shumard (quercus shumardii) oak","Quercus shumardii","Knoxville","Tennessee","-83.93881748","35.96774215","built_environment","700 Alfredda Delaney St","No",5.08,"fair","naturally_occurring","0 to 15.24 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16302,NA,"Vacant site large (vacant site large)",NA,"Knoxville","Tennessee","-83.9388586","35.96777545","built_environment","700 Alfredda Delaney St","No",0,NA,"no_info",NA,"Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16303,2015,"Princeton (ulmus americana ) elm","Ulmus americana","Knoxville","Tennessee","-83.93889983","35.96780566","built_environment","700 Alfredda Delaney St","No",5.08,"fair","naturally_occurring","0 to 15.24 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16295,2019,"American (carpinus caroliniana) hornbeam","Carpinus caroliniana","Knoxville","Tennessee","-83.93907713","35.96781645","built_environment","701 Alfredda Delaney St","No",5.08,"fair","naturally_occurring","0 to 15.24 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16296,2015,"London (platanus x acerifolia) planetree","Platanus","Knoxville","Tennessee","-83.93903024","35.96778458","built_environment","701 Alfredda Delaney St","No",5.08,"fair","no_info","0 to 15.24 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16297,NA,"Vacant site large (vacant site large)",NA,"Knoxville","Tennessee","-83.93898717","35.96775125","built_environment","701 Alfredda Delaney St","No",0,NA,"no_info",NA,"Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16298,NA,"Vacant site medium (vacant site medium)",NA,"Knoxville","Tennessee","-83.93895378","35.96771343","built_environment","701 Alfredda Delaney St","No",0,NA,"no_info",NA,"Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16299,NA,"Vacant site large (vacant site large)",NA,"Knoxville","Tennessee","-83.93888455","35.96765948","built_environment","701 Alfredda Delaney St","No",0,NA,"no_info",NA,"Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16293,NA,"Vacant site small (vacant site small)",NA,"Knoxville","Tennessee","-83.93923234","35.96794327","built_environment","707 Alfredda Delaney St","No",0,NA,"no_info",NA,"Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16757,2015,"Princeton (ulmus americana ) elm","Ulmus americana","Knoxville","Tennessee","-83.93921679","35.96793125","built_environment","707 Alfredda Delaney St","No",5.08,"fair","naturally_occurring","0 to 15.24 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16294,NA,"Vacant site no plant (vacant site no plant)",NA,"Knoxville","Tennessee","-83.93919307","35.96791156","built_environment","707 Alfredda Delaney St","No",0,NA,"no_info",NA,"Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16291,NA,"Vacant site no plant (vacant site no plant)",NA,"Knoxville","Tennessee","-83.93932007","35.96802084","built_environment","709 Alfredda Delaney St","No",0,NA,"no_info",NA,"Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16292,2016,"River (betula nigra) birch","Betula nigra","Knoxville","Tennessee","-83.93928107","35.96797826","built_environment","709 Alfredda Delaney St","No",5.08,"fair","naturally_occurring","0 to 15.24 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16289,2021,"Bur (quercus macrocarpa) oak","Quercus macrocarpa","Knoxville","Tennessee","-83.93941183","35.9680907","built_environment","713 Alfredda Delaney St","No",5.08,"fair","naturally_occurring","0 to 15.24 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16290,NA,"Vacant site medium (vacant site medium)",NA,"Knoxville","Tennessee","-83.93936495","35.9680573","built_environment","713 Alfredda Delaney St","No",0,NA,"no_info",NA,"Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16287,NA,"Stump (stump)",NA,"Knoxville","Tennessee","-83.93950135","35.96817188","built_environment","717 Alfredda Delaney St","No",30.48,NA,"no_info","15.24 to 30.48 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16288,2015,"London (platanus x acerifolia) planetree","Platanus","Knoxville","Tennessee","-83.93945655","35.96813233","built_environment","717 Alfredda Delaney St","No",5.08,"fair","no_info","0 to 15.24 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16755,2021,"Ginkgo (ginkgo biloba)","Ginkgo biloba","Knoxville","Tennessee","-83.93964916","35.96828442","built_environment","721 Alfredda Delaney St","No",5.08,"fair","introduced","0 to 15.24 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16756,2015,"Shumard (quercus shumardii) oak","Quercus shumardii","Knoxville","Tennessee","-83.9395862","35.96823133","built_environment","721 Alfredda Delaney St","No",5.08,"fair","naturally_occurring","0 to 15.24 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16754,2015,"London (platanus x acerifolia) planetree","Platanus","Knoxville","Tennessee","-83.9397988","35.9684011","built_environment","725 Alfredda Delaney St","No",5.08,"fair","no_info","0 to 15.24 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16283,NA,"Vacant site no plant (vacant site no plant)",NA,"Knoxville","Tennessee","-83.93978965","35.96839414","built_environment","725 Alfredda Delaney St","No",0,NA,"no_info",NA,"Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16284,2019,"Northern (catalpa speciosa) catalpa","Catalpa speciosa","Knoxville","Tennessee","-83.93972435","35.96833558","built_environment","725 Alfredda Delaney St","No",5.08,"fair","naturally_occurring","0 to 15.24 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16277,NA,"Vacant site medium (vacant site medium)",NA,"Knoxville","Tennessee","-83.93991109","35.9684971","built_environment","729 Alfredda Delaney St","No",0,NA,"no_info",NA,"Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16282,NA,"Vacant site medium (vacant site medium)",NA,"Knoxville","Tennessee","-83.9398552","35.96844339","built_environment","729 Alfredda Delaney St","No",0,NA,"no_info",NA,"Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16280,2015,"Princeton (ulmus americana ) elm","Ulmus americana","Knoxville","Tennessee","-83.94003222","35.96859182","built_environment","733 Alfredda Delaney St","No",5.08,"fair","naturally_occurring","0 to 15.24 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16281,NA,"Vacant site large (vacant site large)",NA,"Knoxville","Tennessee","-83.93995978","35.96853365","built_environment","733 Alfredda Delaney St","No",0,NA,"no_info",NA,"Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16276,NA,"Vacant site no plant (vacant site no plant)",NA,"Knoxville","Tennessee","-83.94014695","35.96867965","built_environment","739 Alfredda Delaney St","No",0,NA,"no_info",NA,"Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21817,2016,"Sugar (acer saccharum) maple","Acer saccharum","Knoxville","Tennessee","-83.94018359","35.96871001","built_environment","739 Alfredda Delaney St","No",5.08,"fair","naturally_occurring","0 to 15.24 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16278,2015,"Shumard (quercus shumardii) oak","Quercus shumardii","Knoxville","Tennessee","-83.94009634","35.96864309","built_environment","739 Alfredda Delaney St","No",5.08,"fair","naturally_occurring","0 to 15.24 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16279,NA,"Vacant site large (vacant site large)",NA,"Knoxville","Tennessee","-83.94004577","35.96860497","built_environment","739 Alfredda Delaney St","No",0,NA,"no_info",NA,"Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21816,2020,"Frontier (ulmus carpinifolia x parvifolia) elm","Ulmus carpinifolia","Knoxville","Tennessee","-83.94021672","35.96873759","built_environment","741 Alfredda Delaney St","No",5.08,"fair","no_info","0 to 15.24 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16246,2015,"Kentucky coffeetree (gymnocladus dioicus)","Gymnocladus dioicus","Knoxville","Tennessee","-83.94050103","35.96867525","built_environment","741 Alfredda Delaney St","No",5.08,"fair","naturally_occurring","0 to 15.24 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16247,2015,"Kentucky coffeetree (gymnocladus dioicus)","Gymnocladus dioicus","Knoxville","Tennessee","-83.94045339","35.96870171","built_environment","741 Alfredda Delaney St","No",5.08,"fair","naturally_occurring","0 to 15.24 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16248,NA,"Vacant site large (vacant site large)",NA,"Knoxville","Tennessee","-83.94040703","35.96873037","built_environment","741 Alfredda Delaney St","No",0,NA,"no_info",NA,"Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21631,NA,"Sugar (acer saccharum) maple","Acer saccharum","Knoxville","Tennessee","-83.89439107","36.02289562","green_space","3511 Alice Bell Rd","No",50.8,"poor","naturally_occurring","45.72 to 60.96 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26492,NA,"Red (acer rubrum) maple","Acer rubrum","Knoxville","Tennessee","-83.89524897","36.02325819","green_space","3511 Alice Bell Rd","No",35.56,"fair","naturally_occurring","30.48 to 45.72 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21634,NA,"White (morus alba) mulberry","Morus alba","Knoxville","Tennessee","-83.8936111","36.02236978","green_space","3511 Alice Bell Rd","Yes",7.62,"fair","introduced","0 to 15.24 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26491,NA,"American (liquidambar styraciflua) sweetgum","Liquidambar styraciflua","Knoxville","Tennessee","-83.89515413","36.02328414","green_space","3511 Alice Bell Rd","No",35.56,"fair","naturally_occurring","30.48 to 45.72 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21633,NA,"Callery (pyrus calleryana) pear","Pyrus calleryana","Knoxville","Tennessee","-83.89453862","36.02305897","green_space","3511 Alice Bell Rd","No",43.18,"poor","introduced","30.48 to 45.72 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26490,NA,"Tree of heaven (ailanthus altissima)","Ailanthus altissima","Knoxville","Tennessee","-83.89516982","36.02327981","green_space","3511 Alice Bell Rd","No",38.1,"fair","introduced","30.48 to 45.72 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21632,NA,"Sugar (acer saccharum) maple","Acer saccharum","Knoxville","Tennessee","-83.89448055","36.02299253","green_space","3511 Alice Bell Rd","No",25.4,"poor","naturally_occurring","15.24 to 30.48 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26489,NA,"Tree of heaven (ailanthus altissima)","Ailanthus altissima","Knoxville","Tennessee","-83.89518835","36.02327496","green_space","3511 Alice Bell Rd","No",38.1,"fair","introduced","30.48 to 45.72 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21630,NA,"Sugar (acer saccharum) maple","Acer saccharum","Knoxville","Tennessee","-83.89436934","36.02280365","green_space","3511 Alice Bell Rd","No",20.32,"poor","naturally_occurring","15.24 to 30.48 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21629,NA,"Sugar (acer saccharum) maple","Acer saccharum","Knoxville","Tennessee","-83.89430283","36.02275201","green_space","3511 Alice Bell Rd","No",20.32,"fair","naturally_occurring","15.24 to 30.48 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21628,NA,"Sugar (acer saccharum) maple","Acer saccharum","Knoxville","Tennessee","-83.89422105","36.02271226","green_space","3511 Alice Bell Rd","No",25.4,"fair","naturally_occurring","15.24 to 30.48 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21627,NA,"Sugar (acer saccharum) maple","Acer saccharum","Knoxville","Tennessee","-83.89413745","36.0227407","green_space","3511 Alice Bell Rd","No",20.32,"fair","naturally_occurring","15.24 to 30.48 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21626,NA,"Sugar (acer saccharum) maple","Acer saccharum","Knoxville","Tennessee","-83.89405782","36.0227926","green_space","3511 Alice Bell Rd","No",22.86,"fair","naturally_occurring","15.24 to 30.48 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21625,NA,"Sugar (acer saccharum) maple","Acer saccharum","Knoxville","Tennessee","-83.89396827","36.0226555","green_space","3511 Alice Bell Rd","No",20.32,"fair","naturally_occurring","15.24 to 30.48 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21624,NA,"Eastern white (pinus strobus) pine","Pinus strobus","Knoxville","Tennessee","-83.8940081","36.02271508","green_space","3511 Alice Bell Rd","No",25.4,"fair","naturally_occurring","15.24 to 30.48 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21648,NA,"Green (fraxinus pennsylvanica) ash","Fraxinus pennsylvanica","Knoxville","Tennessee","-83.89437774","36.02348419","green_space","3511 Alice Bell Rd","Yes",40.64,"fair","naturally_occurring","30.48 to 45.72 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21647,NA,"Green (fraxinus pennsylvanica) ash","Fraxinus pennsylvanica","Knoxville","Tennessee","-83.89432899","36.02345716","green_space","3511 Alice Bell Rd","Yes",40.64,"fair","naturally_occurring","30.48 to 45.72 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21659,NA,"Sugar (acer saccharum) maple","Acer saccharum","Knoxville","Tennessee","-83.89323656","36.02147791","green_space","3511 Alice Bell Rd","No",33.02,"fair","naturally_occurring","30.48 to 45.72 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21658,NA,"Sugar (acer saccharum) maple","Acer saccharum","Knoxville","Tennessee","-83.89331624","36.02142322","green_space","3511 Alice Bell Rd","No",30.48,"fair","naturally_occurring","15.24 to 30.48 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21666,NA,"Sugar (acer saccharum) maple","Acer saccharum","Knoxville","Tennessee","-83.89345013","36.02192843","green_space","3511 Alice Bell Rd","No",20.32,"fair","naturally_occurring","15.24 to 30.48 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21665,NA,"Sugar (acer saccharum) maple","Acer saccharum","Knoxville","Tennessee","-83.89337905","36.02187577","green_space","3511 Alice Bell Rd","No",22.86,"fair","naturally_occurring","15.24 to 30.48 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21661,NA,"Sugar (acer saccharum) maple","Acer saccharum","Knoxville","Tennessee","-83.89320174","36.02161937","green_space","3511 Alice Bell Rd","No",40.64,"fair","naturally_occurring","30.48 to 45.72 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21660,NA,"Sugar (acer saccharum) maple","Acer saccharum","Knoxville","Tennessee","-83.89320498","36.02154091","green_space","3511 Alice Bell Rd","No",30.48,"fair","naturally_occurring","15.24 to 30.48 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21657,NA,"Sugar (acer saccharum) maple","Acer saccharum","Knoxville","Tennessee","-83.89339899","36.02138354","green_space","3511 Alice Bell Rd","No",27.94,"fair","naturally_occurring","15.24 to 30.48 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21656,NA,"Sugar (acer saccharum) maple","Acer saccharum","Knoxville","Tennessee","-83.89347037","36.02133805","green_space","3511 Alice Bell Rd","Yes",25.4,"poor","naturally_occurring","15.24 to 30.48 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21655,NA,"Vacant site no plant (vacant site no plant)",NA,"Knoxville","Tennessee","-83.89412119","36.02118039","green_space","3511 Alice Bell Rd","Yes",0,NA,"no_info",NA,"Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21654,NA,"Sugar (acer saccharum) maple","Acer saccharum","Knoxville","Tennessee","-83.89417197","36.02121773","green_space","3511 Alice Bell Rd","Yes",30.48,"fair","naturally_occurring","15.24 to 30.48 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21653,NA,"Sugar (acer saccharum) maple","Acer saccharum","Knoxville","Tennessee","-83.89422556","36.02127943","green_space","3511 Alice Bell Rd","Yes",27.94,"fair","naturally_occurring","15.24 to 30.48 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21652,NA,"Sugar (acer saccharum) maple","Acer saccharum","Knoxville","Tennessee","-83.89444253","36.02151502","green_space","3511 Alice Bell Rd","Yes",25.4,"fair","naturally_occurring","15.24 to 30.48 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21650,NA,"Green (fraxinus pennsylvanica) ash","Fraxinus pennsylvanica","Knoxville","Tennessee","-83.89441891","36.02358118","green_space","3511 Alice Bell Rd","Yes",27.94,"poor","naturally_occurring","15.24 to 30.48 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21649,NA,"Green (fraxinus pennsylvanica) ash","Fraxinus pennsylvanica","Knoxville","Tennessee","-83.89440835","36.02354454","green_space","3511 Alice Bell Rd","Yes",40.64,"fair","naturally_occurring","30.48 to 45.72 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21646,NA,"Green (fraxinus pennsylvanica) ash","Fraxinus pennsylvanica","Knoxville","Tennessee","-83.89430709","36.02341472","green_space","3511 Alice Bell Rd","Yes",30.48,"fair","naturally_occurring","15.24 to 30.48 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21623,NA,"Eastern white (pinus strobus) pine","Pinus strobus","Knoxville","Tennessee","-83.89378474","36.02232983","green_space","3511 Alice Bell Rd","No",53.34,"fair","naturally_occurring","45.72 to 60.96 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21622,NA,"Littleleaf (tilia cordata) linden","Tilia cordata","Knoxville","Tennessee","-83.89380915","36.02219005","green_space","3511 Alice Bell Rd","No",27.94,"fair","introduced","15.24 to 30.48 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21621,NA,"Eastern white (pinus strobus) pine","Pinus strobus","Knoxville","Tennessee","-83.89367326","36.02223814","green_space","3511 Alice Bell Rd","No",45.72,"fair","naturally_occurring","30.48 to 45.72 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21620,NA,"Littleleaf (tilia cordata) linden","Tilia cordata","Knoxville","Tennessee","-83.89361004","36.0222791","green_space","3511 Alice Bell Rd","No",25.4,"poor","introduced","15.24 to 30.48 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21619,NA,"Vacant site no plant (vacant site no plant)",NA,"Knoxville","Tennessee","-83.89357865","36.02231866","green_space","3511 Alice Bell Rd","Yes",0,NA,"no_info",NA,"Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19401,NA,"Vacant site no plant (vacant site no plant)",NA,"Knoxville","Tennessee","-83.89378528","36.02237052","green_space","3511 Alice Bell Rd","No",0,NA,"no_info",NA,"Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12682,NA,"Common (celtis occidentalis) hackberry","Celtis occidentalis","Knoxville","Tennessee","-84.02654037","35.90650557","green_space","7633 Alki Ln","No",35.56,"fair","naturally_occurring","30.48 to 45.72 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12681,NA,"Eastern (cercis canadensis) redbud","Cercis canadensis","Knoxville","Tennessee","-84.02658357","35.9065959","green_space","7633 Alki Ln","No",15.24,"fair","naturally_occurring","0 to 15.24 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12683,NA,"Common (celtis occidentalis) hackberry","Celtis occidentalis","Knoxville","Tennessee","-84.02663433","35.90663608","green_space","7633 Alki Ln","No",35.56,"fair","naturally_occurring","30.48 to 45.72 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12684,NA,"Pecan (carya illinoinensis)","Carya illinoinensis","Knoxville","Tennessee","-84.02665423","35.90667777","green_space","7633 Alki Ln","No",50.8,"fair","naturally_occurring","45.72 to 60.96 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12685,NA,"Common (celtis occidentalis) hackberry","Celtis occidentalis","Knoxville","Tennessee","-84.02669768","35.90673611","green_space","7633 Alki Ln","No",50.8,"fair","naturally_occurring","45.72 to 60.96 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12686,NA,"Common (celtis occidentalis) hackberry","Celtis occidentalis","Knoxville","Tennessee","-84.0267402","35.90679897","green_space","7633 Alki Ln","No",30.48,"fair","naturally_occurring","15.24 to 30.48 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12687,NA,"Common (celtis occidentalis) hackberry","Celtis occidentalis","Knoxville","Tennessee","-84.02677575","35.90684618","green_space","7633 Alki Ln","No",76.2,"fair","naturally_occurring","60.96 to 76.2 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12688,NA,"Eastern (juniperus virginiana) redcedar","Juniperus virginiana","Knoxville","Tennessee","-84.02682706","35.90691037","green_space","7633 Alki Ln","No",30.48,"fair","naturally_occurring","15.24 to 30.48 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12689,NA,"Loblolly (pinus taeda) pine","Pinus taeda","Knoxville","Tennessee","-84.02687884","35.90695545","green_space","7633 Alki Ln","No",30.48,"fair","naturally_occurring","15.24 to 30.48 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12690,NA,"Loblolly (pinus taeda) pine","Pinus taeda","Knoxville","Tennessee","-84.02691459","35.90699549","green_space","7633 Alki Ln","No",30.48,"fair","naturally_occurring","15.24 to 30.48 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12691,NA,"Loblolly (pinus taeda) pine","Pinus taeda","Knoxville","Tennessee","-84.02694771","35.90702234","green_space","7633 Alki Ln","No",30.48,"fair","naturally_occurring","15.24 to 30.48 cm","Knoxville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
