"city_ID","most_recent_observation","most_recent_observation_type","common_name","scientific_name","city","state","longitude_coordinate","latitude_coordinate","location_type","overhead_utility","condition","native","diameter_breast_height_binned_CM","greater_metro","tree_ID","planted_date","retired_date","zipcode","address","neighborhood","location_name","ward","district","diameter_breast_height_CM","height_M","height_binned_M","percent_population"
1564,"6/1/2013","inventory_date","American elm","Ulmus americana","De Soto","Iowa",-94.00735637,41.5290364,"no_info","No lines","good","naturally_occurring","45.72 to 60.96 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1621,"6/1/2013","inventory_date","Black walnut","Juglans nigra","De Soto","Iowa",-94.01060926,41.52701607,"green_space","No lines","good","naturally_occurring","30.48 to 45.72 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2391,"6/27/2016","inventory_date","Austrian pine","Pinus nigra","Newton","Iowa",-93.05781353,41.68664808,"green_space","No lines","poor","introduced","45.72 to 60.96 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2392,"6/27/2016","inventory_date","Austrian pine","Pinus nigra","Newton","Iowa",-93.05432982,41.6901229,"green_space","No lines","dead/dying","introduced","30.48 to 45.72 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3401,"6/27/2016","inventory_date","Austrian pine","Pinus nigra","Newton","Iowa",-93.0534256,41.68978024,"green_space","No lines","dead/dying","introduced","15.24 to 30.48 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3402,"6/27/2016","inventory_date","Austrian pine","Pinus nigra","Newton","Iowa",-93.05392195,41.68895684,"green_space","No lines","fair","introduced","0 to 15.24 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3403,"6/27/2016","inventory_date","Hickory","Carya","Newton","Iowa",-93.07849798,41.70026453,"green_space","No lines","good","no_info","30.48 to 45.72 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4133,"6/27/2016","inventory_date","Bur oak","Quercus macrocarpa","Newton","Iowa",-93.05381742,41.68659882,"green_space","No lines","fair","naturally_occurring","60.96 to 76.2 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4134,"6/27/2016","inventory_date","Northern red oak","Quercus rubra","Newton","Iowa",-93.05407313,41.68710174,"green_space","No lines","dead/dying","naturally_occurring","more than 76.2 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4135,"6/27/2016","inventory_date","Bur oak","Quercus macrocarpa","Newton","Iowa",-93.05776722,41.68976015,"green_space","No lines","dead/dying","naturally_occurring","60.96 to 76.2 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4300,"6/1/2013","inventory_date","Green ash","Fraxinus pennsylvanica","De Soto","Iowa",-94.00542542,41.5342008,"green_space","Yes and not conflicting","good","naturally_occurring","30.48 to 45.72 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4590,"6/27/2016","inventory_date","Bur oak","Quercus macrocarpa","Newton","Iowa",-93.05337557,41.6868823,"green_space","No lines","dead/dying","naturally_occurring","more than 76.2 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4591,"6/27/2016","inventory_date","Bur oak","Quercus macrocarpa","Newton","Iowa",-93.05781373,41.68981073,"green_space","No lines","poor","naturally_occurring","60.96 to 76.2 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4592,"6/27/2016","inventory_date","Norway maple","Acer platanoides","Newton","Iowa",-93.05721758,41.68990879,"green_space","No lines","fair","introduced","30.48 to 45.72 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4593,"6/27/2016","inventory_date","Hickory","Carya","Newton","Iowa",-93.07802196,41.70198325,"green_space","No lines","good","no_info","0 to 15.24 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4796,"6/1/2013","inventory_date","Siberian elm","Ulmus pumila","De Soto","Iowa",-94.00966909,41.5280199,"green_space","No lines","good","introduced","60.96 to 76.2 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4842,"6/1/2013","inventory_date","Norway maple","Acer platanoides","De Soto","Iowa",-94.01134704,41.53067605,"green_space","No lines","good","introduced","30.48 to 45.72 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5007,"6/1/2013","inventory_date","Black walnut","Juglans nigra","De Soto","Iowa",-94.01109236,41.52689942,"green_space","No lines","good","naturally_occurring","45.72 to 60.96 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5009,"6/27/2016","inventory_date","Ginkgo","Ginkgo biloba","Newton","Iowa",-93.07800625,41.70195202,"green_space","No lines","good","introduced","0 to 15.24 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5238,"6/27/2016","inventory_date","Austrian pine","Pinus nigra","Newton","Iowa",-93.05780082,41.68659943,"green_space","No lines","dead/dying","introduced","45.72 to 60.96 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5239,"6/27/2016","inventory_date","Austrian pine","Pinus nigra","Newton","Iowa",-93.05779607,41.6866952,"green_space","No lines","poor","introduced","30.48 to 45.72 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5248,"6/1/2013","inventory_date","Siberian elm","Ulmus pumila","De Soto","Iowa",-94.01019972,41.52797127,"green_space","No lines","good","introduced","30.48 to 45.72 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5249,"6/1/2013","inventory_date","Black walnut","Juglans nigra","De Soto","Iowa",-94.01066101,41.52685317,"green_space","No lines","good","naturally_occurring","60.96 to 76.2 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5363,"6/1/2013","inventory_date","Black walnut","Juglans nigra","De Soto","Iowa",-94.01046916,41.5306361,"green_space","No lines","good","naturally_occurring","more than 76.2 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5754,"6/1/2013","inventory_date","Siberian elm","Ulmus pumila","De Soto","Iowa",-94.01108279,41.53089547,"green_space","Yes and not conflicting","good","introduced","more than 76.2 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6004,"6/27/2016","inventory_date","Northern red oak","Quercus rubra","Newton","Iowa",-93.05715458,41.68782474,"green_space","No lines","fair","naturally_occurring","60.96 to 76.2 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6005,"6/27/2016","inventory_date","Blue spruce","Picea pungens","Newton","Iowa",-93.05611913,41.68988717,"green_space","No lines","fair","introduced","15.24 to 30.48 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6006,"6/27/2016","inventory_date","Bur oak","Quercus macrocarpa","Newton","Iowa",-93.07858506,41.70022028,"green_space","No lines","good","naturally_occurring","30.48 to 45.72 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6588,"6/1/2013","inventory_date","Black walnut","Juglans nigra","De Soto","Iowa",-94.01014631,41.52724857,"green_space","No lines","good","naturally_occurring","45.72 to 60.96 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6589,"6/1/2013","inventory_date","Ash","Fraxinus","De Soto","Iowa",-94.01044967,41.5279731,"green_space","No lines","good","no_info","15.24 to 30.48 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6952,"6/27/2016","inventory_date","Northern red oak","Quercus rubra","Newton","Iowa",-93.05733235,41.68784743,"green_space","No lines","poor","naturally_occurring","more than 76.2 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6953,"6/27/2016","inventory_date","Blue spruce","Picea pungens","Newton","Iowa",-93.05613528,41.69000685,"green_space","No lines","fair","introduced","15.24 to 30.48 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7555,"6/1/2013","inventory_date","Ash","Fraxinus","De Soto","Iowa",-94.01077274,41.52787643,"green_space","No lines","good","no_info","15.24 to 30.48 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7709,"6/1/2013","inventory_date","Black walnut","Juglans nigra","De Soto","Iowa",-94.01096271,41.52716963,"green_space","No lines","good","naturally_occurring","30.48 to 45.72 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7711,"6/27/2016","inventory_date","Bur oak","Quercus macrocarpa","Newton","Iowa",-93.0780689,41.70199342,"green_space","Yes and not conflicting","good","naturally_occurring","60.96 to 76.2 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7712,"6/27/2016","inventory_date","Bur oak","Quercus macrocarpa","Newton","Iowa",-93.07810208,41.70189078,"green_space","No lines","good","naturally_occurring","45.72 to 60.96 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7906,"6/1/2013","inventory_date","Boxelder","Acer negundo","De Soto","Iowa",-94.01071367,41.5273441,"green_space","No lines","fair","naturally_occurring","60.96 to 76.2 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7907,"6/1/2013","inventory_date","Black walnut","Juglans nigra","De Soto","Iowa",-94.01035339,41.5269456,"green_space","No lines","good","naturally_occurring","15.24 to 30.48 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9174,"6/1/2013","inventory_date","Amur maple","Acer ginnala","De Soto","Iowa",-94.00749216,41.52987467,"no_info","No lines","good","introduced","15.24 to 30.48 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9775,"6/1/2013","inventory_date","Maple","Acer","De Soto","Iowa",-94.00975812,41.52737032,"green_space","No lines","good","no_info","0 to 15.24 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9776,"6/1/2013","inventory_date","Siberian elm","Ulmus pumila","De Soto","Iowa",-94.01030654,41.52795337,"green_space","No lines","good","introduced","45.72 to 60.96 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9777,"6/1/2013","inventory_date","Black walnut","Juglans nigra","De Soto","Iowa",-94.01107931,41.52772825,"green_space","No lines","dead/dying","naturally_occurring","15.24 to 30.48 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10009,"6/27/2016","inventory_date","Austrian pine","Pinus nigra","Newton","Iowa",-93.05775848,41.68672443,"green_space","No lines","poor","introduced","15.24 to 30.48 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10010,"6/27/2016","inventory_date","Austrian pine","Pinus nigra","Newton","Iowa",-93.05451778,41.69011258,"green_space","No lines","dead/dying","introduced","15.24 to 30.48 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10011,"6/27/2016","inventory_date","Bur oak","Quercus macrocarpa","Newton","Iowa",-93.07863616,41.70025287,"green_space","No lines","good","naturally_occurring","60.96 to 76.2 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10094,"6/1/2013","inventory_date","Sugar maple","Acer saccharum","De Soto","Iowa",-94.00486766,41.53164182,"green_space","No lines","good","naturally_occurring","more than 76.2 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10218,"6/1/2013","inventory_date","Silver maple","Acer saccharinum","De Soto","Iowa",-94.00957321,41.52738072,"green_space","No lines","good","naturally_occurring","15.24 to 30.48 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10219,"6/1/2013","inventory_date","Green ash","Fraxinus pennsylvanica","De Soto","Iowa",-94.01555189,41.5366937,"green_space","No lines","good","naturally_occurring","15.24 to 30.48 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10220,"6/1/2013","inventory_date","Norway spruce","Picea abies","De Soto","Iowa",-94.00668479,41.53148952,"green_space","No lines","good","introduced","45.72 to 60.96 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10314,"6/1/2013","inventory_date","Black walnut","Juglans nigra","De Soto","Iowa",-94.00994486,41.52710892,"green_space","No lines","good","naturally_occurring","15.24 to 30.48 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10315,"6/1/2013","inventory_date","Black walnut","Juglans nigra","De Soto","Iowa",-94.01074546,41.52705302,"green_space","No lines","good","naturally_occurring","45.72 to 60.96 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10329,"6/27/2016","inventory_date","Bur oak","Quercus macrocarpa","Newton","Iowa",-93.05347172,41.68725147,"green_space","No lines","fair","naturally_occurring","30.48 to 45.72 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10330,"6/27/2016","inventory_date","Black cherry","Prunus serotina","Newton","Iowa",-93.05481192,41.6870793,"green_space","No lines","dead/dying","naturally_occurring","15.24 to 30.48 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10331,"6/27/2016","inventory_date","Bur oak","Quercus macrocarpa","Newton","Iowa",-93.05745267,41.68798948,"green_space","No lines","fair","naturally_occurring","more than 76.2 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10642,"6/27/2016","inventory_date","Northern red oak","Quercus rubra","Newton","Iowa",-93.05717282,41.68791955,"green_space","No lines","fair","naturally_occurring","30.48 to 45.72 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10643,"6/27/2016","inventory_date","Spruce","Picea","Newton","Iowa",-93.05622918,41.68963178,"green_space","No lines","dead/dying","no_info","15.24 to 30.48 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10779,"6/27/2016","inventory_date","Sugar maple","Acer saccharum","Newton","Iowa",-93.05663357,41.68986212,"green_space","No lines","dead/dying","naturally_occurring","30.48 to 45.72 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10780,"6/27/2016","inventory_date","Sugar maple","Acer saccharum","Newton","Iowa",-93.05494263,41.68944728,"green_space","No lines","poor","naturally_occurring","60.96 to 76.2 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10781,"6/27/2016","inventory_date","Bur oak","Quercus macrocarpa","Newton","Iowa",-93.07806365,41.70215793,"green_space","Yes and not conflicting","good","naturally_occurring","60.96 to 76.2 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11034,"6/1/2013","inventory_date","Boxelder","Acer negundo","De Soto","Iowa",-94.01037152,41.52762108,"green_space","No lines","good","naturally_occurring","45.72 to 60.96 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11035,"6/1/2013","inventory_date","Black walnut","Juglans nigra","De Soto","Iowa",-94.01032342,41.52698668,"green_space","No lines","good","naturally_occurring","30.48 to 45.72 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11036,"6/1/2013","inventory_date","Norway maple","Acer platanoides","De Soto","Iowa",-94.00728956,41.53002085,"no_info","No lines","good","introduced","15.24 to 30.48 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11067,"6/1/2013","inventory_date","American basswood","Tilia americana","De Soto","Iowa",-94.00940059,41.5307117,"green_space","No lines","good","naturally_occurring","more than 76.2 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11068,"6/1/2013","inventory_date","Amur maple","Acer ginnala","De Soto","Iowa",-94.00749612,41.5299218,"no_info","No lines","good","introduced","30.48 to 45.72 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11069,"6/27/2016","inventory_date","Bur oak","Quercus macrocarpa","Newton","Iowa",-93.07991421,41.700787,"green_space","No lines","good","naturally_occurring","30.48 to 45.72 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11318,"6/27/2016","inventory_date","Northern red oak","Quercus rubra","Newton","Iowa",-93.05440012,41.68665903,"green_space","No lines","dead/dying","naturally_occurring","60.96 to 76.2 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11319,"6/27/2016","inventory_date","Bur oak","Quercus macrocarpa","Newton","Iowa",-93.05527685,41.68726494,"green_space","No lines","poor","naturally_occurring","60.96 to 76.2 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11320,"6/27/2016","inventory_date","Bur oak","Quercus macrocarpa","Newton","Iowa",-93.0786335,41.70026757,"green_space","No lines","good","naturally_occurring","60.96 to 76.2 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11439,"6/1/2013","inventory_date","Black walnut","Juglans nigra","De Soto","Iowa",-94.00992519,41.52714718,"green_space","No lines","good","naturally_occurring","30.48 to 45.72 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11440,"6/1/2013","inventory_date","Silver maple","Acer saccharinum","De Soto","Iowa",-94.01571687,41.53683147,"green_space","No lines","good","naturally_occurring","60.96 to 76.2 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11751,"6/1/2013","inventory_date","Black walnut","Juglans nigra","De Soto","Iowa",-94.01056357,41.5268763,"green_space","No lines","good","naturally_occurring","45.72 to 60.96 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12285,"6/27/2016","inventory_date","Austrian pine","Pinus nigra","Newton","Iowa",-93.0543738,41.69011925,"green_space","No lines","dead/dying","introduced","15.24 to 30.48 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12286,"6/27/2016","inventory_date","Austrian pine","Pinus nigra","Newton","Iowa",-93.0542903,41.6901183,"green_space","No lines","dead/dying","introduced","15.24 to 30.48 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12505,"6/27/2016","inventory_date","Northern red oak","Quercus rubra","Newton","Iowa",-93.05432583,41.68686518,"green_space","No lines","poor","naturally_occurring","more than 76.2 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12506,"6/27/2016","inventory_date","White oak","Quercus alba","Newton","Iowa",-93.05630062,41.6869035,"green_space","No lines","dead/dying","naturally_occurring","60.96 to 76.2 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12507,"6/27/2016","inventory_date","Bur oak","Quercus macrocarpa","Newton","Iowa",-93.0534085,41.68979278,"green_space","No lines","fair","naturally_occurring","more than 76.2 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12508,"6/27/2016","inventory_date","Austrian pine","Pinus nigra","Newton","Iowa",-93.05428653,41.68823492,"green_space","No lines","dead/dying","introduced","30.48 to 45.72 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13545,"6/27/2016","inventory_date","Bur oak","Quercus macrocarpa","Newton","Iowa",-93.07854675,41.70024415,"green_space","No lines","good","naturally_occurring","30.48 to 45.72 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13614,"6/1/2013","inventory_date","Black walnut","Juglans nigra","De Soto","Iowa",-94.01027887,41.52800293,"green_space","No lines","fair","naturally_occurring","45.72 to 60.96 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13615,"6/1/2013","inventory_date","Black walnut","Juglans nigra","De Soto","Iowa",-94.01105229,41.527814,"green_space","No lines","good","naturally_occurring","15.24 to 30.48 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13807,"6/1/2013","inventory_date","Black walnut","Juglans nigra","De Soto","Iowa",-94.00997231,41.52713607,"green_space","No lines","good","naturally_occurring","15.24 to 30.48 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13808,"6/1/2013","inventory_date","Elm","Ulmus","De Soto","Iowa",-94.01073154,41.52719425,"green_space","No lines","good","no_info","45.72 to 60.96 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13809,"6/27/2016","inventory_date","Hickory","Carya","Newton","Iowa",-93.07846515,41.7002694,"green_space","No lines","good","no_info","15.24 to 30.48 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13892,"6/1/2013","inventory_date","Black walnut","Juglans nigra","De Soto","Iowa",-94.01039897,41.5268634,"green_space","No lines","good","naturally_occurring","45.72 to 60.96 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13893,"6/1/2013","inventory_date","Eastern cottonwood","Populus deltoides","De Soto","Iowa",-94.01038629,41.5274005,"green_space","No lines","fair","naturally_occurring","more than 76.2 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14157,"6/1/2013","inventory_date","Apple","Malus","De Soto","Iowa",-94.01575782,41.537171,"green_space","No lines","good","no_info","0 to 15.24 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14158,"6/1/2013","inventory_date","American sycamore","Platanus occidentalis","De Soto","Iowa",-94.00715072,41.52875453,"no_info","Yes and not conflicting","good","naturally_occurring","more than 76.2 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14708,"6/1/2013","inventory_date","Black walnut","Juglans nigra","De Soto","Iowa",-94.01011042,41.52713348,"green_space","No lines","good","naturally_occurring","15.24 to 30.48 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14709,"6/1/2013","inventory_date","Black walnut","Juglans nigra","De Soto","Iowa",-94.01067511,41.52692402,"green_space","No lines","good","naturally_occurring","30.48 to 45.72 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14919,"6/27/2016","inventory_date","Bur oak","Quercus macrocarpa","Newton","Iowa",-93.05326218,41.68725603,"green_space","No lines","fair","naturally_occurring","30.48 to 45.72 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14920,"6/27/2016","inventory_date","Hickory","Carya","Newton","Iowa",-93.07793411,41.70196312,"green_space","No lines","good","no_info","45.72 to 60.96 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15283,"6/1/2013","inventory_date","Black walnut","Juglans nigra","De Soto","Iowa",-94.01095886,41.5267023,"green_space","No lines","good","naturally_occurring","15.24 to 30.48 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15284,"6/1/2013","inventory_date","American elm","Ulmus americana","De Soto","Iowa",-94.01036576,41.52720718,"green_space","No lines","good","naturally_occurring","15.24 to 30.48 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15285,"6/1/2013","inventory_date","Mulberry","Morus","De Soto","Iowa",-94.01103487,41.52707692,"green_space","No lines","good","no_info","0 to 15.24 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16592,"6/1/2013","inventory_date","Siberian elm","Ulmus pumila","De Soto","Iowa",-94.01557927,41.53679322,"green_space","No lines","good","introduced","45.72 to 60.96 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16985,"6/1/2013","inventory_date","Black walnut","Juglans nigra","De Soto","Iowa",-94.01105382,41.52779363,"green_space","No lines","fair","naturally_occurring","0 to 15.24 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17152,"6/1/2013","inventory_date","Sugar maple","Acer saccharum","De Soto","Iowa",-94.00455882,41.53165013,"green_space","No lines","good","naturally_occurring","60.96 to 76.2 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17153,"6/1/2013","inventory_date","Black walnut","Juglans nigra","De Soto","Iowa",-94.01108097,41.52765032,"green_space","No lines","dead/dying","naturally_occurring","30.48 to 45.72 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18026,"6/1/2013","inventory_date","Black walnut","Juglans nigra","De Soto","Iowa",-94.01104861,41.52786915,"green_space","No lines","fair","naturally_occurring","15.24 to 30.48 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18027,"6/1/2013","inventory_date","Siberian elm","Ulmus pumila","De Soto","Iowa",-94.00930396,41.53163225,"green_space","No lines","good","introduced","60.96 to 76.2 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18254,"6/1/2013","inventory_date","Boxelder","Acer negundo","De Soto","Iowa",-94.01105972,41.52729202,"green_space","No lines","good","naturally_occurring","15.24 to 30.48 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18288,"6/1/2013","inventory_date","Black walnut","Juglans nigra","De Soto","Iowa",-94.01097482,41.52674933,"green_space","No lines","good","naturally_occurring","15.24 to 30.48 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18835,"6/1/2013","inventory_date","Black walnut","Juglans nigra","De Soto","Iowa",-94.01068967,41.52688673,"green_space","No lines","good","naturally_occurring","30.48 to 45.72 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18983,"6/1/2013","inventory_date","Ash","Fraxinus","De Soto","Iowa",-94.01057692,41.52775443,"green_space","No lines","good","no_info","0 to 15.24 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18984,"6/1/2013","inventory_date","Black walnut","Juglans nigra","De Soto","Iowa",-94.01096951,41.52727738,"green_space","No lines","good","naturally_occurring","15.24 to 30.48 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18985,"6/1/2013","inventory_date","Black walnut","Juglans nigra","De Soto","Iowa",-94.01102509,41.5270792,"green_space","No lines","good","naturally_occurring","60.96 to 76.2 cm","DesMoines",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
