"common_name","scientific_name","city","state","longitude_coordinate","latitude_coordinate","address","native","height_binned_M","diameter_breast_height_binned_CM","greater_metro","city_ID","tree_ID","planted_date","most_recent_observation","retired_date","most_recent_observation_type","location_type","zipcode","neighborhood","location_name","ward","district","overhead_utility","diameter_breast_height_CM","condition","height_M","percent_population"
"Norway spruce","Picea abies","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scotch pine","Pinus sylvestris","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London planetree","Platanus acerifolia","Nashville","Tennessee",-86.7610484,36.1368928,"4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"European hornbeam","Carpinus betulus","Nashville","Tennessee",-86.7802119,36.1632249,"5th Av N","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"European hornbeam","Carpinus betulus","Nashville","Tennessee",-86.7802119,36.1632249,"5th Av N","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"European hornbeam","Carpinus betulus","Nashville","Tennessee",-86.7802119,36.1632249,"5th Av N","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"English oak","Quercus robur","Nashville","Tennessee",-86.7802119,36.1632249,"5th Av N","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"English oak","Quercus robur","Nashville","Tennessee",-86.7802119,36.1632249,"5th Av N","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red maple","Acer rubrum","Nashville","Tennessee",-86.7761451,36.1571516,"300 5th Av S","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red maple","Acer rubrum","Nashville","Tennessee",-86.7761451,36.1571516,"300 5th Av S","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sugar maple","Acer saccharum","Nashville","Tennessee",-86.7766286,36.1575253,"301 5th Av S","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshino cherry","Prunus yedoensis","Nashville","Tennessee",-86.7766286,36.1575253,"301 5th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Yoshino cherry","Prunus yedoensis","Nashville","Tennessee",-86.7766286,36.1575253,"301 5th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red maple","Acer rubrum","Nashville","Tennessee",-86.7761217,36.1571179,"308 5th Av S","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red maple","Acer rubrum","Nashville","Tennessee",-86.7761217,36.1571179,"308 5th Av S","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red maple","Acer rubrum","Nashville","Tennessee",-86.7760809,36.1570589,"322 5th Av S","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bradford pear","Pyrus calleryana","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red maple","Acer rubrum","Nashville","Tennessee",-86.7760809,36.1570589,"322 5th Av S","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sweetgum","Liquidambar styraciflua","Nashville","Tennessee",-86.7827601,36.1646969,"6th Av N","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Water oak","Quercus nigra","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Japanese zelkova","Zelkova serrata","Nashville","Tennessee",-86.7827601,36.1646969,"6th Av N","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Little leaf linden","Tilia cordata","Nashville","Tennessee",-86.7733901,36.1498758,"6th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Water oak","Quercus nigra","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Water oak","Quercus nigra","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"European hornbeam","Carpinus betulus","Nashville","Tennessee",-86.7813457,36.1601033,"7th Av N","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willow oak","Quercus phellos","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Little leaf linden","Tilia cordata","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"European hornbeam","Carpinus betulus","Nashville","Tennessee",-86.7813457,36.1601033,"7th Av N","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"European hornbeam","Carpinus betulus","Nashville","Tennessee",-86.7813457,36.1601033,"7th Av N","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"European hornbeam","Carpinus betulus","Nashville","Tennessee",-86.7813457,36.1601033,"7th Av N","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Japanese zelkova","Zelkova serrata","Nashville","Tennessee",-86.7777341,36.1618637,"4th Av N","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crapemyrtle","Lagerstroemia","Nashville","Tennessee",-86.7820592,36.1586341,"134 8th Av S","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crapemyrtle","Lagerstroemia","Nashville","Tennessee",-86.7820592,36.1586341,"134 8th Av S","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crapemyrtle","Lagerstroemia","Nashville","Tennessee",-86.7820592,36.1586341,"134 8th Av S","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sugar maple","Acer saccharum","Nashville","Tennessee",-86.7832722,36.1579477,"115 9th Av S","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pin cherry","Prunus pennsylvanica","Nashville","Tennessee",-86.7765113,36.161317,"Broadway","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pin cherry","Prunus pennsylvanica","Nashville","Tennessee",-86.7765113,36.161317,"Broadway","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pin cherry","Prunus pennsylvanica","Nashville","Tennessee",-86.7765113,36.161317,"Broadway","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pin cherry","Prunus pennsylvanica","Nashville","Tennessee",-86.7765113,36.161317,"Broadway","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern red oak","Quercus rubra","Nashville","Tennessee",-86.7765113,36.161317,"Broadway","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern red oak","Quercus rubra","Nashville","Tennessee",-86.7765113,36.161317,"Broadway","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Golden rain tree","Koelreuteria paniculata","Nashville","Tennessee",-86.7766312,36.1603197,"118 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red maple","Acer rubrum","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red maple","Acer rubrum","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern red oak","Quercus rubra","Nashville","Tennessee",-86.7765113,36.161317,"Broadway","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern red oak","Quercus rubra","Nashville","Tennessee",-86.7765113,36.161317,"Broadway","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern red oak","Quercus rubra","Nashville","Tennessee",-86.7765113,36.161317,"Broadway","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Northern red oak","Quercus rubra","Nashville","Tennessee",-86.7765113,36.161317,"Broadway","naturally_occurring",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hawthorn","Crataegus","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hawthorn","Crataegus","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hawthorn","Crataegus","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hawthorn","Crataegus","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hawthorn","Crataegus","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hawthorn","Crataegus","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hawthorn","Crataegus","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hawthorn","Crataegus","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hawthorn","Crataegus","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hawthorn","Crataegus","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","no_info",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London planetree","Platanus acerifolia","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London planetree","Platanus acerifolia","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London planetree","Platanus acerifolia","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London planetree","Platanus acerifolia","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London planetree","Platanus acerifolia","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London planetree","Platanus acerifolia","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London planetree","Platanus acerifolia","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London planetree","Platanus acerifolia","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London planetree","Platanus acerifolia","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London planetree","Platanus acerifolia","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London planetree","Platanus acerifolia","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London planetree","Platanus acerifolia","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London planetree","Platanus acerifolia","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London planetree","Platanus acerifolia","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London planetree","Platanus acerifolia","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London planetree","Platanus acerifolia","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London planetree","Platanus acerifolia","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London planetree","Platanus acerifolia","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London planetree","Platanus acerifolia","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London planetree","Platanus acerifolia","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London planetree","Platanus acerifolia","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London planetree","Platanus acerifolia","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London planetree","Platanus acerifolia","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London planetree","Platanus acerifolia","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London planetree","Platanus acerifolia","Nashville","Tennessee",-86.7767981,36.1602222,"121 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Siberian elm","Ulmus pumila","Nashville","Tennessee",-86.7765877,36.1602532,"122 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Siberian elm","Ulmus pumila","Nashville","Tennessee",-86.7765877,36.1602532,"122 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Siberian elm","Ulmus pumila","Nashville","Tennessee",-86.7765877,36.1602532,"122 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Siberian elm","Ulmus pumila","Nashville","Tennessee",-86.7765877,36.1602532,"122 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Siberian elm","Ulmus pumila","Nashville","Tennessee",-86.7765877,36.1602532,"122 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Siberian elm","Ulmus pumila","Nashville","Tennessee",-86.7765877,36.1602532,"122 4th Av S","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lacebark elm","Ulmus parvifolia","Nashville","Tennessee",-86.7765113,36.161317,"Broadway","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ginkgo","Ginkgo biloba","Nashville","Tennessee",-86.856161,36.1505794,"Charlotte Av","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"European hornbeam","Carpinus betulus","Nashville","Tennessee",-86.7848883,36.1611561,"Church St","introduced",NA,NA,"Nashville",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
