"city_ID","most_recent_observation","most_recent_observation_type","common_name","scientific_name","city","state","longitude_coordinate","latitude_coordinate","diameter_breast_height_CM","condition","height_M","native","height_binned_M","diameter_breast_height_binned_CM","greater_metro","tree_ID","planted_date","retired_date","location_type","zipcode","address","neighborhood","location_name","ward","district","overhead_utility","percent_population"
"AY395","10/15/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.465496,36.044337,NA,"good",NA,"no_info",NA,NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1199","10/17/2013","inventory_date","Plum","Prunus cerasifera","Greensboro","North Carolina",-79.46597,36.044663,NA,"good",8.40585,"introduced","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1","9/9/2013","inventory_date","Elm","Ulmus","Greensboro","North Carolina",-79.481886,36.042078,NA,"good",8.14903,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH5","9/9/2013","inventory_date","Redbud","Cercis canadensis","Greensboro","North Carolina",-79.481805,36.042139,NA,"poor",8.05208,"naturally_occurring","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH6","9/9/2013","inventory_date","Redbud","Cercis canadensis","Greensboro","North Carolina",-79.481805,36.042157,NA,"fair",8.04336,"naturally_occurring","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH10","9/9/2013","inventory_date","Ornamental cherry","Prunus","Greensboro","North Carolina",-79.481791,36.042259,NA,"good",8.2328,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH11","9/9/2013","inventory_date","Ornamental cherry","Prunus","Greensboro","North Carolina",-79.481786,36.042277,NA,"good",8.2333,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH14","9/9/2013","inventory_date","Deciduous magnolia","Magnolia","Greensboro","North Carolina",-79.481845,36.042333,NA,"good",8.2095,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH23","9/9/2013","inventory_date","Southern magnolia","Magnolia grandiflora","Greensboro","North Carolina",-79.481579,36.042309,NA,"good",8.14811,"naturally_occurring","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH24","9/9/2013","inventory_date","Elm","Ulmus","Greensboro","North Carolina",-79.481537,36.042318,NA,"good",8.09096,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH30","9/9/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481534,36.042244,NA,"good",8.04933,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH35","9/9/2013","inventory_date","Holly","Ilex","Greensboro","North Carolina",-79.48154,36.042111,NA,"good",NA,"no_info",NA,NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH36","9/9/2013","inventory_date","Holly","Ilex","Greensboro","North Carolina",-79.48154,36.042105,NA,"good",NA,"no_info",NA,NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH37","9/9/2013","inventory_date","Holly","Ilex","Greensboro","North Carolina",-79.481545,36.042096,NA,"good",NA,"no_info",NA,NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH58","9/9/2013","inventory_date","Leyland cypress","Cupressus leylandii","Greensboro","North Carolina",-79.481747,36.041877,NA,"good",8.16484,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH74","9/17/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481279,36.042211,NA,"excellent",8.15626,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH77","9/17/2013","inventory_date","Redbud","Cercis canadensis","Greensboro","North Carolina",-79.481197,36.042196,NA,"good",8.23456,"naturally_occurring","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH81","9/17/2013","inventory_date","Redbud","Cercis canadensis","Greensboro","North Carolina",-79.481134,36.042193,NA,"good",8.12636,"naturally_occurring","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH582","9/18/2013","inventory_date","Deciduous magnolia","Magnolia","Greensboro","North Carolina",-79.481954,36.041283,NA,"good",8.07656,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH655","9/19/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481593,36.041301,NA,"good",8.19701,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH688","9/19/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481056,36.041245,NA,"good",8.19426,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH689","9/19/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481058,36.041229,NA,"good",8.22072,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH691","9/19/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481124,36.041264,NA,"good",8.31967,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH692","9/19/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481133,36.04127,NA,"good",8.28253,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH713","9/19/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481139,36.041066,NA,"good",8.31532,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH714","9/19/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481122,36.041067,NA,"good",8.34366,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH715","9/19/2013","inventory_date","Redbud","Cercis canadensis","Greensboro","North Carolina",-79.481071,36.041131,NA,"good",8.18246,"naturally_occurring","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH718","9/19/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481187,36.040989,NA,"good",8.27755,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH719","9/19/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481227,36.040999,NA,"good",8.34309,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH868","9/19/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481112,36.040572,NA,"good",NA,"no_info",NA,NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH869","9/19/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481125,36.040573,NA,"good",NA,"no_info",NA,NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH870","9/19/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.48114,36.040573,NA,"good",NA,"no_info",NA,NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH871","9/19/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481156,36.040572,NA,"good",NA,"no_info",NA,NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH872","9/19/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481172,36.040573,NA,"good",NA,"no_info",NA,NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH873","9/19/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.48119,36.040573,NA,"good",NA,"no_info",NA,NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH875","9/19/2013","inventory_date","Dogwood","Cornus florida","Greensboro","North Carolina",-79.481269,36.040582,NA,"good",8.30683,"naturally_occurring","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH886","9/19/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481283,36.040658,NA,"good",8.21249,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH891","9/19/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.48139,36.040693,NA,"good",8.28913,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH890","9/19/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481393,36.040684,NA,"good",8.18189,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH892","9/19/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481392,36.04067,NA,"good",8.17964,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH894","9/19/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481458,36.040624,NA,"good",8.23446,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1191","9/20/2013","inventory_date","Dogwood","Cornus florida","Greensboro","North Carolina",-79.481369,36.035979,NA,"good",NA,"naturally_occurring",NA,NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1198","9/30/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.480984,36.041431,NA,"good",8.2425,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1199","9/30/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.480986,36.041448,NA,"good",7.93595,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1200","9/30/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.480983,36.041464,NA,"good",8.2551,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1201","9/30/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.480995,36.041464,NA,"good",8.16396,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1492","9/30/2013","inventory_date","Dogwood","Cornus florida","Greensboro","North Carolina",-79.480697,36.041106,NA,"good",8.22858,"naturally_occurring","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1493","9/30/2013","inventory_date","Dogwood","Cornus florida","Greensboro","North Carolina",-79.480703,36.04109,NA,"good",8.20786,"naturally_occurring","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1494","9/30/2013","inventory_date","Dogwood","Cornus florida","Greensboro","North Carolina",-79.4807,36.04108,NA,"good",8.23555,"naturally_occurring","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1500","9/30/2013","inventory_date","Kousa dogwood","Cornus kousa","Greensboro","North Carolina",-79.480581,36.041074,NA,"good",8.23994,"introduced","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1501","9/30/2013","inventory_date","Kousa dogwood","Cornus kousa","Greensboro","North Carolina",-79.480567,36.041144,NA,"good",8.11,"introduced","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1502","9/30/2013","inventory_date","Dogwood","Cornus florida","Greensboro","North Carolina",-79.480459,36.041145,NA,"good",8.1296,"naturally_occurring","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH963","9/19/2013","inventory_date","Kousa dogwood","Cornus kousa","Greensboro","North Carolina",-79.481774,36.040682,NA,"good",8.04787,"introduced","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH966","9/20/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481715,36.040556,NA,"good",8.06411,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1009","9/20/2013","inventory_date","Japanese maple","Acer palmatum","Greensboro","North Carolina",-79.481648,36.040223,NA,"good",8.16619,"introduced","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1010","9/20/2013","inventory_date","Japanese maple","Acer palmatum","Greensboro","North Carolina",-79.481651,36.040215,NA,"good",8.12374,"introduced","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1054","9/20/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481589,36.040063,NA,"good",8.32446,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1055","9/20/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.4816,36.040042,NA,"good",8.2717,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1056","9/20/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481585,36.04004,NA,"good",8.27459,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1057","9/20/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481588,36.04001,NA,"good",8.44853,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1154","9/20/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481074,36.040286,NA,"good",8.44355,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1155","9/20/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481072,36.04027,NA,"good",8.4403,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1156","9/20/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481071,36.040252,NA,"good",8.43923,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1157","9/20/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481074,36.040238,NA,"good",8.424,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1158","9/20/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481192,36.040248,NA,"good",8.14079,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1159","9/20/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481204,36.040255,NA,"good",8.23634,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1160","9/20/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481223,36.040264,NA,"good",8.16979,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1343","9/30/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.480408,36.041505,NA,"good",8.30739,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1344","9/30/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.480416,36.041479,NA,"good",8.23135,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1345","9/30/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.480416,36.041464,NA,"good",8.20681,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1346","9/30/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.480419,36.041448,NA,"good",8.182,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1347","9/30/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.480649,36.041397,NA,"good",8.25359,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1349","9/30/2013","inventory_date","Japanese maple","Acer palmatum","Greensboro","North Carolina",-79.480736,36.041394,NA,"good",8.33929,"introduced","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1350","9/30/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.480989,36.040574,NA,"good",8.32673,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1351","9/30/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.48101,36.04058,NA,"good",8.42434,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1352","9/30/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481011,36.040587,NA,"good",8.39327,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1353","9/30/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481012,36.040594,NA,"good",8.38023,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1354","9/30/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481026,36.040597,NA,"good",8.39152,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1323","9/30/2013","inventory_date","Dogwood","Cornus florida","Greensboro","North Carolina",-79.480802,36.042272,NA,"good",7.94891,"naturally_occurring","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1383","9/30/2013","inventory_date","Leyland cypress","Cupressus leylandii","Greensboro","North Carolina",-79.480892,36.040799,NA,"good",NA,"no_info",NA,NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1384","9/30/2013","inventory_date","Leyland cypress","Cupressus leylandii","Greensboro","North Carolina",-79.480902,36.0408,NA,"good",NA,"no_info",NA,NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1385","9/30/2013","inventory_date","Leyland cypress","Cupressus leylandii","Greensboro","North Carolina",-79.480912,36.040799,NA,"good",NA,"no_info",NA,NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1387","9/30/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.480926,36.040791,NA,"good",NA,"no_info",NA,NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1161","9/20/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481263,36.040266,NA,"good",8.08246,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1162","9/20/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481311,36.040274,NA,"good",8.09289,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1163","9/20/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481313,36.040258,NA,"good",8.11468,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1164","9/20/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481313,36.040235,NA,"good",8.08345,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1165","9/20/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.481312,36.040223,NA,"good",8.24765,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1168","9/20/2013","inventory_date","Dogwood","Cornus florida","Greensboro","North Carolina",-79.48107,36.040171,NA,"poor",8.31689,"naturally_occurring","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1169","9/20/2013","inventory_date","Dogwood","Cornus florida","Greensboro","North Carolina",-79.481076,36.040126,NA,"fair",8.29798,"naturally_occurring","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1170","9/20/2013","inventory_date","Japanese cedar","Cryptomeria japonica","Greensboro","North Carolina",-79.481156,36.040032,NA,"fair",8.45155,"introduced","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1202","9/30/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.480992,36.041486,NA,"good",8.20686,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1203","9/30/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.480987,36.041509,NA,"good",8.26058,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1209","9/30/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.480951,36.041557,NA,"good",8.18592,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1251","9/30/2013","inventory_date","Redbud","Cercis canadensis","Greensboro","North Carolina",-79.480964,36.041628,NA,"poor",7.96413,"naturally_occurring","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1273","9/30/2013","inventory_date","Kousa dogwood","Cornus kousa","Greensboro","North Carolina",-79.480947,36.041959,NA,"good",8.16897,"introduced","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1296","9/30/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.480813,36.041979,NA,"good",8.00099,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1937","10/1/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.480621,36.040153,NA,"good",8.30932,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1938","10/1/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.480607,36.040151,NA,"good",8.3612,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1939","10/1/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.480595,36.040158,NA,"good",8.35956,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1941","10/1/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.480516,36.040155,NA,"good",8.31763,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1942","10/1/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.480514,36.040162,NA,"good",NA,"no_info",NA,NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1943","10/1/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.480512,36.040149,NA,"good",NA,"no_info",NA,NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1944","10/1/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.48048,36.040133,NA,"good",8.08122,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"CH1945","10/1/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.480463,36.04011,NA,"good",8.21275,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
