"city_ID","most_recent_observation","most_recent_observation_type","common_name","scientific_name","city","state","longitude_coordinate","latitude_coordinate","diameter_breast_height_CM","condition","height_M","native","height_binned_M","diameter_breast_height_binned_CM","greater_metro","tree_ID","planted_date","retired_date","location_type","zipcode","address","neighborhood","location_name","ward","district","overhead_utility","percent_population"
"AY1690","10/18/2013","inventory_date","Deciduous magnolia","Magnolia","Greensboro","North Carolina",-79.470313,36.044799,NA,"good",8.0754,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1691","10/18/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470338,36.044808,NA,"good",8.38494,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1692","10/18/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470383,36.044814,NA,"good",8.42157,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1740","10/18/2013","inventory_date","Cherry","Prunus","Greensboro","North Carolina",-79.470512,36.044784,NA,"fair",8.28206,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1741","10/18/2013","inventory_date","Dogwood","Cornus florida","Greensboro","North Carolina",-79.470537,36.044789,NA,"dead",8.17145,"naturally_occurring","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1833","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470322,36.045503,NA,"good",8.0765,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1835","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470297,36.045483,NA,"good",8.26633,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1838","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470242,36.045478,NA,"good",8.28728,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1839","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470196,36.045473,NA,"good",8.22206,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1877","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470005,36.045471,NA,"good",8.20884,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1878","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.465978,36.045468,NA,"good",8.15956,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1879","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.465963,36.045471,NA,"good",8.23837,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1884","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.47003,36.045545,NA,"good",8.76488,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1889","10/21/2013","inventory_date","Deciduous magnolia","Magnolia","Greensboro","North Carolina",-79.465945,36.04563,NA,"good",8.34521,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1890","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.465913,36.045684,NA,"good",8.15403,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1891","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.465912,36.045691,NA,"good",7.84934,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1892","10/21/2013","inventory_date","Deciduous magnolia","Magnolia","Greensboro","North Carolina",-79.465961,36.04566,NA,"good",8.17619,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1901","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470032,36.045728,NA,"good",NA,"no_info",NA,NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1902","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470021,36.04572,NA,"good",NA,"no_info",NA,NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1903","10/21/2013","inventory_date","Mulberry","Morus","Greensboro","North Carolina",-79.470022,36.045708,NA,"good",7.88191,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1905","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.47006,36.045675,NA,"good",NA,"no_info",NA,NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1907","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.465919,36.045757,NA,"good",8.04121,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1908","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.465933,36.045768,NA,"good",7.84635,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1912","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470072,36.045779,NA,"good",8.21695,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1913","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470081,36.045821,NA,"good",8.17859,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1917","10/21/2013","inventory_date","Japenese maple","Acer palmatum","Greensboro","North Carolina",-79.470041,36.045819,NA,"good",8.20448,"introduced","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1920","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.465904,36.045832,NA,"good",7.97589,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1973","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470064,36.050099,NA,"good",7.87051,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1974","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.465975,36.050087,NA,"good",7.99927,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1976","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.465888,36.050122,NA,"good",8.30491,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1977","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.465886,36.050159,NA,"good",8.23381,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1978","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.465882,36.050193,NA,"good",8.29255,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2186","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.46595,36.050459,NA,"good",8.0656,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2188","10/21/2013","inventory_date","Apple","Malus domestica","Greensboro","North Carolina",-79.465988,36.050523,NA,"fair",8.10744,"introduced","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2189","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.465988,36.05051,NA,"fair",8.10676,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2192","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.465952,36.050553,NA,"good",8.09887,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2193","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.465952,36.050577,NA,"good",7.99867,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2194","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.465903,36.050554,NA,"good",8.47105,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2203","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.46585,36.050605,NA,"good",7.80018,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2204","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.46585,36.050585,NA,"good",7.82778,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2205","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.465829,36.050544,NA,"good",7.90776,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2207","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.465852,36.05053,NA,"fair",NA,"no_info",NA,NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2212","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.465842,36.050401,NA,"good",NA,"no_info",NA,NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2213","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.46584,36.050406,NA,"good",NA,"no_info",NA,NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2227","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470009,36.050397,NA,"good",8.2276,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2228","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470075,36.050403,NA,"good",8.25562,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2229","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470117,36.050402,NA,"good",8.21408,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2238","10/22/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.464849,36.045853,NA,"good",NA,"no_info",NA,NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1758","10/18/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.47047,36.044881,NA,"good",8.13979,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1760","10/18/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470417,36.045365,NA,"fair",8.12104,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1787","10/18/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470404,36.045693,NA,"good",8.55212,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1788","10/18/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470403,36.04571,NA,"good",8.41703,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1789","10/18/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.4704,36.045736,NA,"good",8.30051,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1790","10/18/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470424,36.045735,NA,"good",8.21416,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1791","10/18/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470398,36.045761,NA,"good",8.16851,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1792","10/18/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470427,36.045759,NA,"good",8.55494,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1793","10/18/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470399,36.045784,NA,"good",8.2916,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1794","10/18/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470379,36.045815,NA,"good",8.40801,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1818","10/18/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470359,36.050227,NA,"good",8.1509,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1819","10/18/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470359,36.050251,NA,"good",8.17668,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1824","10/18/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470454,36.05038,NA,"good",8.13626,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY1825","10/18/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470455,36.050399,NA,"good",8.14362,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2470","10/22/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.464215,36.050586,NA,"good",8.03527,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2474","10/22/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.464281,36.050567,NA,"good",7.99513,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2475","10/22/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.464288,36.050573,NA,"good",7.93724,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2476","10/22/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.464367,36.050544,NA,"good",7.93292,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2477","10/22/2013","inventory_date","White cypress pine","Callitris glaucophylla","Greensboro","North Carolina",-79.464398,36.050542,NA,"good",7.96596,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2479","10/22/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.464419,36.050472,NA,"good",8.04227,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2482","10/22/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.464317,36.050424,NA,"good",7.97527,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2484","10/22/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.464266,36.050498,NA,"good",7.99681,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2485","10/22/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.464004,36.050776,NA,"good",8.01179,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2486","10/22/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.464024,36.050783,NA,"good",7.99889,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2487","10/22/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.464052,36.050781,NA,"good",7.96094,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2488","10/22/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.464079,36.05078,NA,"good",7.99716,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2489","10/22/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.464113,36.050782,NA,"good",7.99791,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2490","10/22/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.464135,36.050785,NA,"good",7.98675,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2491","10/22/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.464164,36.050787,NA,"good",7.9604,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2492","10/22/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.464197,36.050787,NA,"good",7.97431,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2494","10/22/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.464269,36.050791,NA,"good",7.95281,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2496","10/22/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.464628,36.050803,NA,"good",7.96427,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2503","10/22/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.464979,36.05082,NA,"good",8.04983,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2504","10/22/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.465006,36.050822,NA,"good",8.01218,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2505","10/22/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.465029,36.050827,NA,"good",7.90156,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2506","10/22/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.465057,36.050828,NA,"good",7.8488,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2507","10/22/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.465217,36.050829,NA,"good",8.00917,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2508","10/22/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.465236,36.050836,NA,"good",7.81702,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2509","10/22/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.465261,36.050839,NA,"good",7.83321,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2510","10/22/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.465297,36.050838,NA,"good",7.95405,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2042","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470332,36.045641,NA,"good",8.19435,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2043","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.47033,36.045668,NA,"good",8.24749,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2133","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470271,36.050316,NA,"good",8.09773,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2161","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470254,36.050455,NA,"good",8.02958,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2162","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470225,36.050447,NA,"good",7.87892,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2170","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470176,36.050395,NA,"good",8.02157,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2171","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470164,36.050426,NA,"good",8.09373,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2172","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470156,36.050441,NA,"good",8.05832,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2173","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470154,36.050448,NA,"good",8.05878,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2174","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470156,36.050474,NA,"good",8.11567,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2175","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470174,36.050473,NA,"good",8.0779,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2183","10/21/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.470086,36.050506,NA,"fair",8.0511,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2239","10/22/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.464862,36.045856,NA,"good",NA,"no_info",NA,NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2244","10/22/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.464957,36.045875,NA,"good",8.05086,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2270","10/22/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.464845,36.050002,NA,"good",7.86954,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AY2287","10/22/2013","inventory_date","Crepe myrtle","Lagerstroemia","Greensboro","North Carolina",-79.464828,36.050055,NA,"good",8.36304,"no_info","4.57 to 9.14 m",NA,"Greensboro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
