"city_ID","planted_date","most_recent_observation","most_recent_observation_type","common_name","scientific_name","city","state","longitude_coordinate","latitude_coordinate","zipcode","address","neighborhood","location_name","diameter_breast_height_CM","condition","height_M","native","height_binned_M","diameter_breast_height_binned_CM","greater_metro","tree_ID","retired_date","location_type","ward","district","overhead_utility","percent_population"
2890844,NA,"03/30/2020","edit_date","Willow oak","Quercus phellos","Durham","North Carolina",-78.89688844,36.0205781,27704,"Northgate Park",NA,NA,66.04,"fair",NA,"naturally_occurring",NA,"60.96 to 76.2 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2851690,NA,"03/30/2020","edit_date","Common crapemyrtle","Lagerstroemia","Durham","North Carolina",-78.93000563,36.00873085,27705,"2612 W Main St","Old west durham",NA,66.04,"fair",NA,"no_info",NA,"60.96 to 76.2 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2890845,NA,"03/30/2020","edit_date","Swamp chestnut oak","Quercus michauxii","Durham","North Carolina",-78.89695529,36.02040272,27704,"2305 Glendale Ave",NA,NA,2.54,"excellent",NA,"naturally_occurring",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2846849,NA,"03/30/2020","edit_date","Red maple","Acer rubrum","Durham","North Carolina",-78.89623269,35.99237831,27701,"414 E Main St","Downtown",NA,20.32,"good",NA,"naturally_occurring",NA,"15.24 to 30.48 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2939573,"2019to2020","03/05/2020","edit_date","Chinese fringe tree","Chionanthus retusus","Durham","North Carolina",-78.89537036,35.99749104,27701,"507 N Roxboro St","Downtown",NA,2.54,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2940085,"2019to2020","03/05/2020","edit_date","Shantung maple","Acer truncatum","Durham","North Carolina",-78.86896296,35.98280001,27703,"305 S Benjamine St","Old east durham",NA,2.54,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2890846,NA,"03/30/2020","edit_date","Trident maple","Acer buergerianum","Durham","North Carolina",-78.89677967,36.02040623,27704,"Northgate Park",NA,NA,5.08,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2913934,NA,"03/30/2020","edit_date","American hornbeam","Carpinus caroliniana","Durham","North Carolina",-78.88873659,35.99130515,27701,"1002 Taylor St","Downtown",NA,7.62,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2846850,NA,"03/30/2020","edit_date","Red maple","Acer rubrum","Durham","North Carolina",-78.89630377,35.99241628,27701,"414 E Main St","Downtown",NA,15.24,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2934636,NA,"03/30/2020","edit_date","Common crapemyrtle","Lagerstroemia","Durham","North Carolina",-78.92531376,35.96570059,27707,"4 Dobbs Pl",NA,NA,33.02,"good",NA,"no_info",NA,"30.48 to 45.72 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2851692,NA,"03/30/2020","edit_date","Eastern red cedar","Juniperus virginiana","Durham","North Carolina",-78.92950508,36.00842713,27705,"2602 W Main St","Old west durham",NA,40.64,"good",NA,"naturally_occurring",NA,"30.48 to 45.72 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2836217,NA,"03/30/2020","edit_date","Sweetgum","Liquidambar styraciflua","Durham","North Carolina",-78.90462382,36.00701143,27701,"805 Harper Pl","Walltown",NA,53.34,"fair",NA,"naturally_occurring",NA,"45.72 to 60.96 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2851891,NA,"03/30/2020","edit_date","Willow oak","Quercus phellos","Durham","North Carolina",-78.86967587,36.03297996,27704,"2706 Dearborn Dr","Weaver",NA,78.74,"good",NA,"naturally_occurring",NA,"more than 76.2 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2913935,NA,"03/30/2020","edit_date","Japanese zelkova","Zelkova serrata","Durham","North Carolina",-78.88842075,35.99117953,27701,"447 N Elm St","Downtown",NA,7.62,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2890847,NA,"03/30/2020","edit_date","Trident maple","Acer buergerianum","Durham","North Carolina",-78.89673613,36.02033305,27704,"Northgate Park",NA,NA,7.62,"fair",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2846851,NA,"03/30/2020","edit_date","Red maple","Acer rubrum","Durham","North Carolina",-78.89610261,35.99229584,27701,"414 E Main St","Downtown",NA,12.7,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2913936,NA,"03/30/2020","edit_date","American hornbeam","Carpinus caroliniana","Durham","North Carolina",-78.88962507,35.99179778,27701,"800 Taylor St","Downtown",NA,7.62,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2890848,NA,"03/30/2020","edit_date","Trident maple","Acer buergerianum","Durham","North Carolina",-78.89668935,36.02026115,27704,"Northgate Park",NA,NA,15.24,"excellent",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2846852,NA,"03/30/2020","edit_date","Common crapemyrtle","Lagerstroemia","Durham","North Carolina",-78.89584242,35.99191478,27701,"1ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â101 S Dillard St","Downtown",NA,17.78,"good",NA,"no_info",NA,"15.24 to 30.48 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2913937,NA,"03/30/2020","edit_date","American hornbeam","Carpinus caroliniana","Durham","North Carolina",-78.889727,35.99185855,27701,"916 Taylor St","Downtown",NA,10.16,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2890849,NA,"03/30/2020","edit_date","Swamp chestnut oak","Quercus michauxii","Durham","North Carolina",-78.89674451,36.02005123,27704,"2301 Glendale Ave",NA,NA,2.54,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2846853,NA,"03/30/2020","edit_date","Chinese elm","Ulmus parvifolia","Durham","North Carolina",-78.89597218,35.9919695,27701,NA,"Downtown",NA,15.24,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2913938,NA,"03/30/2020","edit_date","American hornbeam","Carpinus caroliniana","Durham","North Carolina",-78.88983965,35.9919204,27701,"800 Taylor St","Downtown",NA,7.62,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2890850,NA,"03/30/2020","edit_date","Trident maple","Acer buergerianum","Durham","North Carolina",-78.89652237,36.01998987,27704,"2301 Glendale Ave",NA,NA,5.08,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2846854,NA,"03/30/2020","edit_date","Common crapemyrtle","Lagerstroemia","Durham","North Carolina",-78.8958964,35.99184968,27701,"1ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â101 S Dillard St","Downtown",NA,20.32,"good",NA,"no_info",NA,"15.24 to 30.48 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2846855,NA,"03/30/2020","edit_date","Chinese elm","Ulmus parvifolia","Durham","North Carolina",-78.89601242,35.99192365,27701,NA,"Downtown",NA,22.86,"good",NA,"introduced",NA,"15.24 to 30.48 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2249183,NA,"03/30/2020","edit_date","Water oak","Quercus nigra","Durham","North Carolina",-78.89653847,36.0197469,27704,"2285 Glendale Ave",NA,NA,63.5,"fair",NA,"naturally_occurring",NA,"60.96 to 76.2 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2890851,NA,"03/30/2020","edit_date","Trident maple","Acer buergerianum","Durham","North Carolina",-78.89644995,36.01988032,27704,"2290 Glendale Ave",NA,NA,7.62,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2846856,NA,"03/30/2020","edit_date","Common crapemyrtle","Lagerstroemia","Durham","North Carolina",-78.8959557,35.99178192,27701,"1ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â101 S Dillard St","Downtown",NA,17.78,"good",NA,"no_info",NA,"15.24 to 30.48 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2890852,NA,"03/30/2020","edit_date","Trident maple","Acer buergerianum","Durham","North Carolina",-78.89640033,36.01978486,27704,"2283 Glendale Ave",NA,NA,5.08,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2913939,NA,"03/30/2020","edit_date","American hornbeam","Carpinus caroliniana","Durham","North Carolina",-78.89019504,35.9920951,27701,"856 Taylor St","Downtown",NA,7.62,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2846857,NA,"03/30/2020","edit_date","Chinese elm","Ulmus parvifolia","Durham","North Carolina",-78.89605299,35.99187374,27701,NA,"Downtown",NA,20.32,"good",NA,"introduced",NA,"15.24 to 30.48 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2828803,NA,"03/30/2020","edit_date","Willow oak","Quercus phellos","Durham","North Carolina",-78.90282407,35.97523313,27707,"1982 Concord St","Southside/ college view",NA,129.54,"good",NA,"naturally_occurring",NA,"more than 76.2 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2846858,NA,"03/30/2020","edit_date","Common crapemyrtle","Lagerstroemia","Durham","North Carolina",-78.8961344,35.99157408,27701,"111 S Dillard St","Downtown",NA,10.16,"good",NA,"no_info",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2890853,NA,"03/30/2020","edit_date","Trident maple","Acer buergerianum","Durham","North Carolina",-78.89636412,36.01973931,27704,"2277 Glendale Ave",NA,NA,10.16,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2851892,NA,"03/30/2020","edit_date","Common crapemyrtle","Lagerstroemia","Durham","North Carolina",-78.87166552,36.03376899,27704,"2728 Thelma St","Weaver",NA,20.32,"good",NA,"no_info",NA,"15.24 to 30.48 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2913940,NA,"03/30/2020","edit_date","American hornbeam","Carpinus caroliniana","Durham","North Carolina",-78.89030635,35.99213742,27701,"901ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â907 Taylor St","Downtown",NA,7.62,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2890854,NA,"03/30/2020","edit_date","Trident maple","Acer buergerianum","Durham","North Carolina",-78.89631048,36.01966338,27704,"2268 Glendale Ave",NA,NA,12.7,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2840432,NA,"03/30/2020","edit_date","Cherry","Prunus","Durham","North Carolina",-78.8831985,35.99046311,27703,"519 Eastway Ave","Old east durham",NA,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2846859,NA,"03/30/2020","edit_date","Chinese elm","Ulmus parvifolia","Durham","North Carolina",-78.896112,35.99180836,27701,NA,"Downtown",NA,22.86,"good",NA,"introduced",NA,"15.24 to 30.48 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2890855,NA,"03/30/2020","edit_date","Trident maple","Acer buergerianum","Durham","North Carolina",-78.89627561,36.01959395,27704,"2263 Glendale Ave",NA,NA,10.16,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2846860,NA,"03/30/2020","edit_date","Common crapemyrtle","Lagerstroemia","Durham","North Carolina",-78.89618947,35.99151376,27701,"111 S Dillard St","Downtown",NA,12.7,"good",NA,"no_info",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2846861,NA,"03/30/2020","edit_date","Chinese elm","Ulmus parvifolia","Durham","North Carolina",-78.89614955,35.99175438,27701,NA,"Downtown",NA,20.32,"fair",NA,"introduced",NA,"15.24 to 30.48 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2840434,NA,"03/30/2020","edit_date","Cherry","Prunus","Durham","North Carolina",-78.88319448,35.99063239,27703,"519 Eastway Ave","Old east durham",NA,10.16,"good",NA,"no_info",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2890857,NA,"03/30/2020","edit_date","Trident maple","Acer buergerianum","Durham","North Carolina",-78.8964285,36.01983801,27704,"2287 Glendale Ave",NA,NA,2.54,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2851893,NA,"03/30/2020","edit_date","Callery pear","Pyrus calleryana","Durham","North Carolina",-78.87183231,36.03396716,27704,"2730 Thelma St","Weaver",NA,7.62,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2846862,NA,"03/30/2020","edit_date","Common crapemyrtle","Lagerstroemia","Durham","North Carolina",-78.89624297,35.99144187,27701,"500ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â598 E Peabody St","Downtown",NA,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2890858,NA,"03/30/2020","edit_date","Persian ironwood","Parrotia persica","Durham","North Carolina",-78.89615337,36.01892172,27704,"400ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â498 W Club Blvd",NA,NA,5.08,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2846863,NA,"03/30/2020","edit_date","Common crapemyrtle","Lagerstroemia","Durham","North Carolina",-78.89629303,35.99138751,27701,"233ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â299 S Dillard St","Downtown",NA,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2851894,NA,"03/30/2020","edit_date","Loblolly pine","Pinus taeda","Durham","North Carolina",-78.87206739,36.03407821,27704,"2733 Thelma St","Weaver",NA,33.02,"good",NA,"naturally_occurring",NA,"30.48 to 45.72 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2248892,NA,"03/30/2020","edit_date","Willow oak","Quercus phellos","Durham","North Carolina",-78.89247224,36.02264626,27704,"2512 Farthing St",NA,NA,73.66,"fair",NA,"naturally_occurring",NA,"60.96 to 76.2 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2846864,NA,"03/30/2020","edit_date","Chinese elm","Ulmus parvifolia","Durham","North Carolina",-78.8962109,35.99169253,27701,NA,"Downtown",NA,22.86,"good",NA,"introduced",NA,"15.24 to 30.48 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2890859,NA,"03/30/2020","edit_date","Willow oak","Quercus phellos","Durham","North Carolina",-78.89624636,36.01888597,27704,"400ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â498 W Club Blvd",NA,NA,66.04,"fair",NA,"naturally_occurring",NA,"60.96 to 76.2 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2890860,NA,"03/30/2020","edit_date","Chinese fringe tree","Chionanthus retusus","Durham","North Carolina",-78.8963344,36.01884643,27704,"400ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â498 W Club Blvd",NA,NA,5.08,"fair",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2846865,NA,"03/30/2020","edit_date","Chinese elm","Ulmus parvifolia","Durham","North Carolina",-78.89625415,35.99165211,27701,NA,"Downtown",NA,22.86,"good",NA,"introduced",NA,"15.24 to 30.48 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2890861,NA,"03/30/2020","edit_date","Chinese fringe tree","Chionanthus retusus","Durham","North Carolina",-78.89641165,36.01880824,27704,"400 W Club Blvd",NA,NA,7.62,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2840441,NA,"03/30/2020","edit_date","Cherry","Prunus","Durham","North Carolina",-78.8830418,35.99070087,27703,"520 Eastway Ave","Old east durham",NA,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2846866,NA,"03/30/2020","edit_date","Common crapemyrtle","Lagerstroemia","Durham","North Carolina",-78.89634064,35.99132709,27701,"233ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â299 S Dillard St","Downtown",NA,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2846867,NA,"03/30/2020","edit_date","Chinese elm","Ulmus parvifolia","Durham","North Carolina",-78.89631115,35.99158212,27701,NA,"Downtown",NA,12.7,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2890863,NA,"03/30/2020","edit_date","Chinese fringe tree","Chionanthus retusus","Durham","North Carolina",-78.89648955,36.01877884,27704,"400 W Club Blvd",NA,NA,5.08,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2846868,NA,"03/30/2020","edit_date","Common crapemyrtle","Lagerstroemia","Durham","North Carolina",-78.89639612,35.99125395,27701,"233ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â299 S Dillard St","Downtown",NA,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2840445,NA,"03/30/2020","edit_date","Cherry","Prunus","Durham","North Carolina",-78.88304159,35.99062479,27703,"518 Eastway Ave","Old east durham",NA,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2846869,NA,"03/30/2020","edit_date","Chinese elm","Ulmus parvifolia","Durham","North Carolina",-78.89637049,35.99152163,27701,NA,"Downtown",NA,22.86,"good",NA,"introduced",NA,"15.24 to 30.48 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2890865,NA,"03/30/2020","edit_date","Persian ironwood","Parrotia persica","Durham","North Carolina",-78.8965378,36.01875601,27704,"418 W Club Blvd",NA,NA,7.62,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2846870,NA,"03/30/2020","edit_date","Common crapemyrtle","Lagerstroemia","Durham","North Carolina",-78.89646471,35.99119881,27701,"273 S Dillard St","Downtown",NA,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2851895,NA,"03/30/2020","edit_date","Mimosa","Albizia julibrissin","Durham","North Carolina",-78.87281299,36.03619798,27704,"2901 Thelma St","Weaver",NA,27.94,"poor",NA,"introduced",NA,"15.24 to 30.48 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2846871,NA,"03/30/2020","edit_date","Chinese elm","Ulmus parvifolia","Durham","North Carolina",-78.89641777,35.99146412,27701,NA,"Downtown",NA,12.7,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2847634,NA,"03/30/2020","edit_date","Willow oak","Quercus phellos","Durham","North Carolina",-78.89619429,36.00167425,27701,"204 W Corporation St","Downtown",NA,91.44,"fair",NA,"naturally_occurring",NA,"more than 76.2 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2890867,NA,"03/30/2020","edit_date","American hornbeam","Carpinus caroliniana","Durham","North Carolina",-78.89659077,36.01873378,27704,"422 W Club Blvd",NA,NA,7.62,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2846872,NA,"03/30/2020","edit_date","Chinese elm","Ulmus parvifolia","Durham","North Carolina",-78.89659111,35.99127895,27701,"400 E Peabody St","Downtown",NA,15.24,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2911314,NA,"03/30/2020","edit_date","Common crapemyrtle","Lagerstroemia","Durham","North Carolina",-78.91320483,35.9950898,27701,"704 Shepherd St",NA,NA,40.64,"good",NA,"no_info",NA,"30.48 to 45.72 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2828804,NA,"03/30/2020","edit_date","Sweetgum","Liquidambar styraciflua","Durham","North Carolina",-78.90281793,35.97368963,27707,"309 Pekoe Ave","Southside/ college view",NA,66.04,"good",NA,"naturally_occurring",NA,"60.96 to 76.2 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2890868,NA,"03/30/2020","edit_date","Persian ironwood","Parrotia persica","Durham","North Carolina",-78.8966471,36.01871208,27704,"424 W Club Blvd",NA,NA,7.62,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2934639,NA,"03/30/2020","edit_date","Southern magnolia","Magnolia grandiflora","Durham","North Carolina",-78.92546959,35.96603903,27707,"7 Dobbs Pl",NA,NA,7.62,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2846873,NA,"03/30/2020","edit_date","Chinese elm","Ulmus parvifolia","Durham","North Carolina",-78.8964637,35.99140227,27701,NA,"Downtown",NA,17.78,"good",NA,"introduced",NA,"15.24 to 30.48 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2890869,NA,"03/30/2020","edit_date","Trident maple","Acer buergerianum","Durham","North Carolina",-78.89677718,36.01865568,27704,"430 W Club Blvd",NA,NA,2.54,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2913949,NA,"03/30/2020","edit_date","Swamp chestnut oak","Quercus michauxii","Durham","North Carolina",-78.89261505,36.02251177,27704,"2509 Farthing St",NA,NA,7.62,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2846874,NA,"03/30/2020","edit_date","Chinese elm","Ulmus parvifolia","Durham","North Carolina",-78.89654722,35.99133725,27701,"400 E Peabody St","Downtown",NA,15.24,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2890870,NA,"03/30/2020","edit_date","Trident maple","Acer buergerianum","Durham","North Carolina",-78.89686445,36.01862445,27704,"Club Elementary School",NA,NA,2.54,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2840451,NA,"03/30/2020","edit_date","Chinese elm","Ulmus parvifolia","Durham","North Carolina",-78.88304901,35.99101402,27703,"600 Eastway Ave","Old east durham",NA,15.24,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2846875,NA,"03/30/2020","edit_date","Red maple","Acer rubrum","Durham","North Carolina",-78.89675841,35.99130624,27701,"400 E Peabody St","Downtown",NA,15.24,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2909149,NA,"03/30/2020","edit_date","Common crapemyrtle","Lagerstroemia","Durham","North Carolina",-78.94515699,36.02238737,27705,"3306 Sprunt Ave",NA,NA,15.24,"good",NA,"no_info",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2828805,NA,"03/30/2020","edit_date","Shortleaf pine","Pinus echinata","Durham","North Carolina",-78.90281685,35.97360037,27707,"309 Pekoe Ave","Southside/ college view",NA,53.34,"fair",NA,"naturally_occurring",NA,"45.72 to 60.96 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2911318,NA,"03/30/2020","edit_date","Ginkgo","Ginkgo biloba","Durham","North Carolina",-78.91307831,35.99467973,27701,"713 Shepherd St",NA,NA,2.54,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2890871,NA,"03/30/2020","edit_date","Trident maple","Acer buergerianum","Durham","North Carolina",-78.89700115,36.0185651,27704,"440 W Club Blvd",NA,NA,5.08,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2913951,NA,"03/30/2020","edit_date","Swamp chestnut oak","Quercus michauxii","Durham","North Carolina",-78.89262215,36.02241104,27704,"2509 Farthing St",NA,NA,12.7,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2846876,NA,"03/30/2020","edit_date","Red maple","Acer rubrum","Durham","North Carolina",-78.89681138,35.99135615,27701,"400 E Peabody St","Downtown",NA,17.78,"good",NA,"naturally_occurring",NA,"15.24 to 30.48 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2890872,NA,"03/30/2020","edit_date","Trident maple","Acer buergerianum","Durham","North Carolina",-78.89708983,36.0185349,27704,"Club Elementary School",NA,NA,5.08,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2846877,NA,"03/30/2020","edit_date","Red maple","Acer rubrum","Durham","North Carolina",-78.89687441,35.99140986,27701,"400 E Peabody St","Downtown",NA,15.24,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2851896,NA,"03/30/2020","edit_date","Sweetgum","Liquidambar styraciflua","Durham","North Carolina",-78.87605496,36.03897835,27704,"613 Martin St","Weaver",NA,53.34,"good",NA,"naturally_occurring",NA,"45.72 to 60.96 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2941820,"2019to2020","03/05/2020","edit_date","Japanese zelkova","Zelkova serrata","Durham","North Carolina",-78.89735173,36.01842632,27704,"Club Elementary School",NA,NA,2.54,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2840454,NA,"03/30/2020","edit_date","Chinese elm","Ulmus parvifolia","Durham","North Carolina",-78.88319159,35.99100643,27703,"525 Eastway Ave","Old east durham",NA,15.24,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2846878,NA,"03/30/2020","edit_date","Chinese redbud","Cercis chinensis","Durham","North Carolina",-78.8964352,35.99099861,27701,NA,"Downtown",NA,15.24,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2828807,NA,"03/30/2020","edit_date","Willow oak","Quercus phellos","Durham","North Carolina",-78.90246564,35.97358054,27707,"403 Pekoe Ave","Southside/ college view",NA,78.74,"good",NA,"naturally_occurring",NA,"more than 76.2 cm","Durham",NA,NA,NA,NA,NA,NA,NA
