"city_ID","planted_date","most_recent_observation","most_recent_observation_type","common_name","scientific_name","city","state","longitude_coordinate","latitude_coordinate","zipcode","address","neighborhood","location_name","diameter_breast_height_CM","condition","height_M","native","height_binned_M","diameter_breast_height_binned_CM","greater_metro","tree_ID","retired_date","location_type","ward","district","overhead_utility","percent_population"
2748162,"2017to2018","05/26/2020","edit_date","River birch","Betula nigra","Durham","North Carolina",-78.89805391,36.00505754,27701,"301 W Trinity Ave",NA,NA,1.27,"excellent",16.4042,"naturally_occurring","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2748596,"2017to2018","06/27/2020","edit_date","Trident maple","Acer buergerianum","Durham","North Carolina",-78.87823176,35.98862431,27703,"314 N Driver St","Old east durham",NA,4.064,"excellent",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2748186,"2017to2018","05/26/2020","edit_date","Ginkgo","Ginkgo biloba","Durham","North Carolina",-78.90029222,36.00655796,27701,"317 Monmouth Ave",NA,NA,1.27,"excellent",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2944915,"2019to2020","03/19/2020","edit_date","American elm","Ulmus americana","Durham","North Carolina",-78.90202895,35.99445078,27701,"134 W Pettigrew St","Downtown",NA,10.16,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2944918,"2019to2020","03/19/2020","edit_date","American elm","Ulmus americana","Durham","North Carolina",-78.90166953,35.99425222,27701,"116 W Pettigrew St","Downtown",NA,10.16,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2944912,"2019to2020","03/19/2020","edit_date","American elm","Ulmus americana","Durham","North Carolina",-78.90237361,35.99464284,27701,"154 W Pettigrew St","Downtown",NA,10.16,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2748610,"2017to2018","05/26/2020","edit_date","Ginkgo","Ginkgo biloba","Durham","North Carolina",-78.91454145,35.99932469,27701,"805 Wilkerson Ave",NA,NA,2.032,"excellent",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2944925,"2019to2020","03/19/2020","edit_date","American elm","Ulmus americana","Durham","North Carolina",-78.90042901,35.99355886,27701,"127 E Pettigrew St","Downtown",NA,10.16,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2749165,"2017to2018","05/26/2020","edit_date","Shantung maple","Acer truncatum","Durham","North Carolina",-78.91456157,35.99837424,27701,"802 Burch Ave",NA,NA,1.27,"excellent",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2944922,"2019to2020","03/19/2020","edit_date",NA,NA,"Durham","North Carolina",-78.90076697,35.99375526,27701,"81 E Pettigrew St","Downtown",NA,10.16,"good",NA,"no_info",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2944924,"2019to2020","03/19/2020","edit_date","American elm","Ulmus americana","Durham","North Carolina",-78.90054166,35.99362288,27701,"111 E Pettigrew St","Downtown",NA,10.16,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2944923,"2019to2020","03/19/2020","edit_date","American elm","Ulmus americana","Durham","North Carolina",-78.90065432,35.99369016,27701,"97 E Pettigrew St","Downtown",NA,10.16,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2874291,NA,"03/30/2020","edit_date","Common crapemyrtle","Lagerstroemia","Durham","North Carolina",-78.90597763,35.98455051,27707,"901ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â999 South St","Southside/ college view",NA,5.08,"good",NA,"no_info",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2749170,"2017to2018","05/26/2020","edit_date","Chinese redbud","Cercis chinensis","Durham","North Carolina",-78.91857147,35.99799123,27701,"911 Burch Ave",NA,NA,1.27,"excellent",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2944921,"2019to2020","03/19/2020","edit_date","American elm","Ulmus americana","Durham","North Carolina",-78.90087023,35.99381385,27701,"67 E Pettigrew St","Downtown",NA,10.16,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2749171,"2017to2018","05/26/2020","edit_date","Chinese redbud","Cercis chinensis","Durham","North Carolina",-78.9190878,35.99793047,27701,"921 Burch Ave",NA,NA,1.27,"good",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2748621,NA,"03/30/2020","edit_date","Chinese fringe tree","Chionanthus retusus","Durham","North Carolina",-78.92332971,36.01049382,27705,"2106 Hillsborough Rd","Old west durham",NA,2.54,"excellent",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2748873,"2017to2018","05/26/2020","edit_date","Ginkgo","Ginkgo biloba","Durham","North Carolina",-78.90963745,36.01330609,27701,"1014 W Knox St",NA,NA,1.27,"excellent",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2749174,"2017to2018","05/26/2020","edit_date","Chinese redbud","Cercis chinensis","Durham","North Carolina",-78.91931981,35.99781437,27701,"1001 Burch Ave",NA,NA,1.27,"fair",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2749176,"2017to2018","05/26/2020","edit_date","Chinese redbud","Cercis chinensis","Durham","North Carolina",-78.91931713,35.997682,27701,"1001 Burch Ave",NA,NA,1.27,"fair",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2749185,"2017to2018","05/26/2020","edit_date","Yellowwood","Cladrastis kentukea","Durham","North Carolina",-78.92129374,35.99783325,27701,"1102 Burch Ave",NA,NA,1.27,"excellent",16.4042,"naturally_occurring","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2748885,"2017to2018","05/26/2020","edit_date","Chinese redbud","Cercis chinensis","Durham","North Carolina",-78.90820849,36.01415486,27701,"1314 N Gregson St",NA,NA,2.032,"excellent",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2749186,"2017to2018","05/26/2020","edit_date","Chinese pistache","Pistacia chinensis","Durham","North Carolina",-78.92308325,35.99777267,27701,"1193 Burch Ave",NA,NA,2.032,"excellent",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2749187,"2017to2018","05/26/2020","edit_date","Chinese pistache","Pistacia chinensis","Durham","North Carolina",-78.92290491,35.99776281,27701,"1185 Burch Ave",NA,NA,2.032,"excellent",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2748890,NA,"03/30/2020","edit_date","Eastern redbud","Cercis canadensis","Durham","North Carolina",-78.90822887,36.01541555,27701,"1410 N Gregson St",NA,NA,2.54,"excellent",16.4042,"naturally_occurring","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2748891,"2017to2018","05/26/2020","edit_date","Black gum","Nyssa sylvatica","Durham","North Carolina",-78.90835628,36.0152767,27701,"1405 N Gregson St",NA,NA,2.032,"excellent",16.4042,"naturally_occurring","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2748643,"2017to2018","05/26/2020","edit_date","Shantung maple","Acer truncatum","Durham","North Carolina",-78.92613597,36.01055132,27705,"2352 Hillsborough Rd","Old west durham",NA,1.27,"fair",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2944960,"2019to2020","03/24/2020","edit_date","Willow oak","Quercus phellos","Durham","North Carolina",-78.90421423,35.99562828,27701,"W Pettigrew St","Downtown",NA,7.62,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2945999,"2019to2020","06/02/2020","edit_date","Willow oak","Quercus phellos","Durham","North Carolina",-78.90481979,35.99595682,27701,"344 W Pettigrew St","Downtown",NA,7.62,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2749201,"2017to2018","05/26/2020","edit_date","American hornbeam","Carpinus caroliniana","Durham","North Carolina",-78.91454291,35.99843821,27701,"414 S Buchanan Blvd",NA,NA,1.27,"excellent",16.4042,"naturally_occurring","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2749202,"2017to2018","05/26/2020","edit_date","American hornbeam","Carpinus caroliniana","Durham","North Carolina",-78.91451114,35.99851437,27701,"414 S Buchanan Blvd",NA,NA,1.27,"excellent",16.4042,"naturally_occurring","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2748648,"2017to2018","07/01/2020","edit_date","Shantung maple","Acer truncatum","Durham","North Carolina",-78.92634183,36.01055783,27705,"2352 Hillsborough Rd","Old west durham",NA,1.27,"fair",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2748908,"2017to2018","05/26/2020","edit_date","Trident maple","Acer buergerianum","Durham","North Carolina",-78.90542829,36.01493859,27701,"1502 N Duke St",NA,NA,5.08,"excellent",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2749209,"2017to2018","05/26/2020","edit_date","American hornbeam","Carpinus caroliniana","Durham","North Carolina",-78.91430005,35.99912071,27701,"402 S Buchanan Blvd",NA,NA,1.27,"poor",16.4042,"naturally_occurring","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2749210,"2017to2018","05/26/2020","edit_date","American hornbeam","Carpinus caroliniana","Durham","North Carolina",-78.91426921,35.99921728,27701,"402 S Buchanan Blvd",NA,NA,1.27,"fair",16.4042,"naturally_occurring","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2749212,"2017to2018","05/26/2020","edit_date","Chinese fringe tree","Chionanthus retusus","Durham","North Carolina",-78.91490489,35.99812577,27701,"502 S Buchanan Blvd",NA,NA,1.27,"excellent",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2936422,NA,"03/30/2020","edit_date","Privet","Ligustrum","Durham","North Carolina",-78.90863029,36.00441249,27701,"411 N Gregson St","Walltown",NA,27.94,"fair",NA,"no_info",NA,"15.24 to 30.48 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2748264,"2017to2018","06/14/2020","edit_date","Ginkgo","Ginkgo biloba","Durham","North Carolina",-78.87710586,36.02391639,27704,"2401 Glenbrook Dr",NA,NA,2.032,"good",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2749225,NA,"03/30/2020","edit_date","Chinese pistache","Pistacia chinensis","Durham","North Carolina",-78.91520396,35.99946357,27701,"816 Wilkerson Ave",NA,NA,2.54,"excellent",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2748266,"2017to2018","06/14/2020","edit_date","Ginkgo","Ginkgo biloba","Durham","North Carolina",-78.87720779,36.02408234,27704,"2405 Glenbrook Dr",NA,NA,2.032,"dead/dying",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2748268,"2017to2018","06/14/2020","edit_date","Ginkgo","Ginkgo biloba","Durham","North Carolina",-78.87716156,36.02450031,27704,"2409 Glenbrook Dr",NA,NA,2.54,"excellent",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2748976,"2017to2018","05/26/2020","edit_date","Common crapemyrtle","Lagerstroemia","Durham","North Carolina",-78.87602687,35.98291956,27703,"218 S Guthrie Ave","Old east durham",NA,5.08,"excellent",26.24672,"no_info","more than 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2748355,NA,"03/30/2020","edit_date","Japanese maple","Acer palmatum","Durham","North Carolina",-78.92561775,35.98447339,27707,"1507 James St",NA,NA,2.54,"excellent",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2944521,"2019to2020","05/26/2020","edit_date","Common crapemyrtle","Lagerstroemia","Durham","North Carolina",-78.92562765,35.98435796,27707,"1509 James St",NA,NA,1.27,"good",NA,"no_info",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2748357,"2017to2018","05/26/2020","edit_date","Trident maple","Acer buergerianum","Durham","North Carolina",-78.92563033,35.98430509,27707,"1509 James St",NA,NA,1.27,"excellent",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2748360,NA,"03/30/2020","edit_date","Trident maple","Acer buergerianum","Durham","North Carolina",-78.92571527,35.98373939,27707,"1517 James St",NA,NA,2.54,"excellent",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2748363,NA,"03/30/2020","edit_date","Common crapemyrtle","Lagerstroemia","Durham","North Carolina",-78.92572358,35.98337921,27707,"1521 James St",NA,NA,7.62,"excellent",13.12336,"no_info","9.14 to 13.71 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2751415,"2017to2018","05/26/2020","edit_date","Swamp white oak","Quercus bicolor","Durham","North Carolina",-78.88308853,36.02120147,27704,"614 E Club Blvd",NA,NA,1.27,"excellent",16.4042,"naturally_occurring","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2751416,"2017to2018","05/26/2020","edit_date","Swamp white oak","Quercus bicolor","Durham","North Carolina",-78.88324201,36.02114165,27704,"612 E Club Blvd",NA,NA,1.27,"excellent",16.4042,"naturally_occurring","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2751418,"2017to2018","05/26/2020","edit_date","Swamp white oak","Quercus bicolor","Durham","North Carolina",-78.88383016,36.02091078,27704,"604 E Club Blvd",NA,NA,1.27,"poor",16.4042,"naturally_occurring","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2751419,"2017to2018","05/26/2020","edit_date","Swamp white oak","Quercus bicolor","Durham","North Carolina",-78.88394549,36.02086522,27704,"602 E Club Blvd",NA,NA,1.27,"good",16.4042,"naturally_occurring","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2751420,NA,"03/30/2020","edit_date","Kwanzan cherry","Prunus serrulata","Durham","North Carolina",-78.88362899,36.02112663,27704,"605 E Club Blvd",NA,NA,2.54,"excellent",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2751421,"2017to2018","05/26/2020","edit_date","Common crapemyrtle","Lagerstroemia","Durham","North Carolina",-78.88344124,36.0211993,27704,"609 E Club Blvd",NA,NA,1.27,"excellent",16.4042,"no_info","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2749052,NA,"03/30/2020","edit_date","Red maple","Acer rubrum","Durham","North Carolina",-78.88401181,35.98729436,27703,"1501 Morning Glory Ave","Old east durham",NA,7.62,"fair",26.24672,"naturally_occurring","more than 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2749058,NA,"03/30/2020","edit_date","Red maple","Acer rubrum","Durham","North Carolina",-78.88344193,35.98933095,27703,"1340 Taylor St","Old east durham",NA,12.7,"excellent",16.4042,"naturally_occurring","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2751448,"2017to2018","06/14/2020","edit_date","Overcup oak","Quercus lyrata","Durham","North Carolina",-78.87845117,36.02605244,27704,"4 Dubonnet Pl",NA,NA,1.27,"good",16.4042,"naturally_occurring","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2751502,"2017to2018","05/26/2020","edit_date","Swamp white oak","Quercus bicolor","Durham","North Carolina",-78.87836516,36.02639043,27704,"2500 Glenbrook Dr",NA,NA,1.27,"excellent",16.4042,"naturally_occurring","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2751460,"2017to2018","06/14/2020","edit_date","Overcup oak","Quercus lyrata","Durham","North Carolina",-78.87810802,36.02549871,27704,"12 Dubonnet Pl",NA,NA,2.54,"excellent",16.4042,"naturally_occurring","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2751509,"2017to2018","06/14/2020","edit_date","Swamp white oak","Quercus bicolor","Durham","North Carolina",-78.87878007,36.02668254,27704,"2508 Glenbrook Dr",NA,NA,1.27,"excellent",16.4042,"naturally_occurring","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2751464,"2017to2018","06/14/2020","edit_date","Eastern redbud","Cercis canadensis","Durham","North Carolina",-78.87760878,36.02544573,27704,"18 Dubonnet Pl",NA,NA,2.54,"excellent",16.4042,"naturally_occurring","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2751513,"2017to2018","06/14/2020","edit_date","Yoshino flowering cherry","Prunus yedoensis","Durham","North Carolina",-78.87893409,36.0267776,27704,"2511 Glenbrook Dr",NA,NA,1.27,"good",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2748472,"2017to2018","05/26/2020","edit_date","Cherry","Prunus","Durham","North Carolina",-78.92593962,35.98095427,27707,"1715 James St",NA,NA,1.27,"poor",16.4042,"no_info","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2749108,"2017to2018","05/26/2020","edit_date","Chinese elm","Ulmus parvifolia","Durham","North Carolina",-78.88408902,35.9886829,27703,"1300 Taylor St","Old east durham",NA,2.032,"excellent",26.24672,"introduced","more than 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2748484,"2017to2018","05/26/2020","edit_date","Cherry","Prunus","Durham","North Carolina",-78.92605281,35.9801614,27707,"1725 James St",NA,NA,1.27,"fair",16.4042,"no_info","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2749116,"2017to2018","05/26/2020","edit_date","Cherry","Prunus","Durham","North Carolina",-78.91684574,35.99811054,27701,"827 Burch Ave",NA,NA,1.27,"excellent",16.4042,"no_info","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2749120,"2017to2018","05/26/2020","edit_date","Chinese fringe tree","Chionanthus retusus","Durham","North Carolina",-78.91646795,35.99811818,27701,"823 Burch Ave",NA,NA,1.27,"excellent",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2748502,"2017to2018","05/26/2020","edit_date","Yoshino flowering cherry","Prunus yedoensis","Durham","North Carolina",-78.92602667,35.97675376,27707,"1906 James St",NA,NA,2.54,"excellent",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2748504,"2017to2018","05/26/2020","edit_date","Yoshino flowering cherry","Prunus yedoensis","Durham","North Carolina",-78.92598331,35.97664853,27707,"1908 James St",NA,NA,1.27,"excellent",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2748529,"2017to2018","05/26/2020","edit_date","Trident maple","Acer buergerianum","Durham","North Carolina",-78.8862552,36.01983418,27704,"500 E Club Blvd",NA,NA,1.27,"excellent",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2752911,NA,"03/30/2020","edit_date","Green ash","Fraxinus pennsylvanica","Durham","North Carolina",-78.87693554,35.99270166,27703,"708 Park Ave","Old east durham",NA,33.02,"fair",131.2336,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2752864,NA,"03/30/2020","edit_date","Green ash","Fraxinus pennsylvanica","Durham","North Carolina",-78.89024265,36.00259423,27701,"1014 North Elizabeth Street",NA,NA,66.04,"good",NA,"naturally_occurring",NA,"60.96 to 76.2 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2748530,"2017to2018","05/26/2020","edit_date","Trident maple","Acer buergerianum","Durham","North Carolina",-78.88623667,36.01979739,27704,"500 E Club Blvd",NA,NA,1.27,"excellent",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2752865,NA,"03/30/2020","edit_date","Green ash","Fraxinus pennsylvanica","Durham","North Carolina",-78.89034491,36.00231784,27701,"1004-1010 North Elizabeth Street",NA,NA,66.04,"good",NA,"naturally_occurring",NA,"60.96 to 76.2 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2752913,NA,"03/30/2020","edit_date","Green ash","Fraxinus pennsylvanica","Durham","North Carolina",-78.91859293,35.98710463,27707,"1271 Cornell St",NA,NA,38.1,"good",196.8504,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2752866,NA,"03/30/2020","edit_date","Green ash","Fraxinus pennsylvanica","Durham","North Carolina",-78.8896881,36.00254567,27701,"408 East Geer Street",NA,NA,35.56,"good",NA,"naturally_occurring",NA,"30.48 to 45.72 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2752914,NA,"03/30/2020","edit_date","Green ash","Fraxinus pennsylvanica","Durham","North Carolina",-78.93964559,35.96910205,27707,"2938 Chapel Hill Rd",NA,NA,38.1,"good",196.8504,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2748532,"2017to2018","05/26/2020","edit_date","Trident maple","Acer buergerianum","Durham","North Carolina",-78.88615251,36.01965498,27704,"414 E Club Blvd",NA,NA,1.27,"excellent",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2750025,"2017to2018","05/26/2020","edit_date","Winged elm","Ulmus alata","Durham","North Carolina",-78.91795859,36.01561732,27705,"1102 Clarendon St","Walltown",NA,1.27,"excellent",16.4042,"naturally_occurring","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2750037,"2017to2018","05/26/2020","edit_date","Eastern hophornbeam","Ostrya virginiana","Durham","North Carolina",-78.91660309,36.01819894,27705,"1216 Sedgefield St",NA,NA,1.27,"excellent",16.4042,"naturally_occurring","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2250219,NA,"06/28/2020","edit_date","Trident maple","Acer buergerianum","Durham","North Carolina",-78.89743286,36.02142917,27704,"2325 Glendale Ave",NA,NA,1.27,"good",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2836775,"2017to2018","05/26/2020","edit_date","American elm","Ulmus americana","Durham","North Carolina",-78.91223878,36.00598513,27701,"406 N Buchanan Blvd","Walltown",NA,2.54,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2831304,"2017to2018","05/26/2020","edit_date","Persian ironwood","Parrotia persica","Durham","North Carolina",-78.91561434,36.01428956,27705,"1010 Berkeley St","Walltown",NA,1.27,"poor",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2888027,"2018to2019","09/19/2019","edit_date","Eastern redbud","Cercis canadensis","Durham","North Carolina",-78.87926504,35.9842528,27703,"1917 Hart St","Old east durham",NA,1.27,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2936456,NA,"03/30/2020","edit_date","Red maple","Acer rubrum","Durham","North Carolina",-78.88043461,35.98451635,27703,"101ÃƒÆ’Ã†â€™Ãƒâ€ Ã¢â‚¬â„¢ÃƒÆ’Ã¢â‚¬Å¡Ãƒâ€šÃ‚Â199 S Maple St","Old east durham",NA,10.16,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2936457,NA,"03/30/2020","edit_date","Red maple","Acer rubrum","Durham","North Carolina",-78.88042307,35.98465677,27703,"109 S Maple St","Old east durham",NA,10.16,"good",NA,"naturally_occurring",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2887976,"2018to2019","09/19/2019","edit_date","Shantung maple","Acer truncatum","Durham","North Carolina",-78.88041856,35.98398841,27703,"201 S Maple St","Old east durham",NA,1.27,"fair",NA,"introduced",NA,"0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2936459,NA,"03/30/2020","edit_date","Common crapemyrtle","Lagerstroemia","Durham","North Carolina",-78.88192482,35.99153856,27703,"603 N Hyde Park Ave","Old east durham",NA,27.94,"good",NA,"no_info",NA,"15.24 to 30.48 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2936460,NA,"06/03/2020","edit_date","Common crapemyrtle","Lagerstroemia","Durham","North Carolina",-78.88179852,35.99175563,27703,"602 N Hyde Park Ave","Old east durham",NA,33.02,"good",NA,"no_info",NA,"30.48 to 45.72 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2753154,"2017to2018","05/26/2020","edit_date","Magnolia","Magnolia","Durham","North Carolina",-78.91820133,36.0117891,27705,"1608 Green St","Walltown",NA,1.27,"dead/dying",16.4042,"no_info","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2750119,"2017to2018","05/26/2020","edit_date","Bur oak","Quercus macrocarpa","Durham","North Carolina",-78.91667938,36.01673244,27705,"1515 W Club Blvd","Walltown",NA,1.27,"poor",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2750121,"2017to2018","05/26/2020","edit_date","Trident maple","Acer buergerianum","Durham","North Carolina",-78.91680104,36.01693868,27705,"1601 W Club Blvd","Walltown",NA,1.27,"excellent",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
2750157,"2017to2018","05/26/2020","edit_date","Bur oak","Quercus macrocarpa","Durham","North Carolina",-78.91322583,36.0155121,27701,"1105 Lancaster St","Walltown",NA,1.27,"excellent",16.4042,"introduced","13.71 to 18.29 m","0 to 15.24 cm","Durham",NA,NA,NA,NA,NA,NA,NA
