"common_name","scientific_name","city","state","diameter_breast_height_CM","condition","native","diameter_breast_height_binned_CM","greater_metro","city_ID","tree_ID","planted_date","most_recent_observation","retired_date","most_recent_observation_type","longitude_coordinate","latitude_coordinate","location_type","zipcode","address","neighborhood","location_name","ward","district","overhead_utility","height_M","height_binned_M","percent_population"
"Redberry stopper","Eugenia","Miami","Florida",10.414,"good","no_info","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doveplum","Coccoloba diversifolia","Miami","Florida",10.668,"excellent","naturally_occurring","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",11.176,"good","no_info","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",12.954,"good","no_info","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White stopper","Eugenia axillaris","Miami","Florida",13.208,"good","naturally_occurring","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doveplum","Coccoloba diversifolia","Miami","Florida",38.608,"good","naturally_occurring","30.48 to 45.72 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",10.16,"good","no_info","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doveplum","Coccoloba diversifolia","Miami","Florida",24.13,"good","naturally_occurring","15.24 to 30.48 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doveplum","Coccoloba diversifolia","Miami","Florida",17.78,"fair","naturally_occurring","15.24 to 30.48 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doveplum","Coccoloba diversifolia","Miami","Florida",35.306,"fair","naturally_occurring","30.48 to 45.72 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doveplum","Coccoloba diversifolia","Miami","Florida",25.654,"good","naturally_occurring","15.24 to 30.48 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",13.97,"good","no_info","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",10.922,"excellent","no_info","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",20.828,"good","no_info","15.24 to 30.48 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",13.208,"good","no_info","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",13.462,"good","no_info","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pale lidflower","Calyptranthes pallens","Miami","Florida",46.228,"fair","naturally_occurring","45.72 to 60.96 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gumbo limbo","Bursera simaruba","Miami","Florida",84.836,"poor","naturally_occurring","more than 76.2 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doveplum","Coccoloba diversifolia","Miami","Florida",18.288,"fair","naturally_occurring","15.24 to 30.48 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",13.716,"good","no_info","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pale lidflower","Calyptranthes pallens","Miami","Florida",17.78,"fair","naturally_occurring","15.24 to 30.48 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pale lidflower","Calyptranthes pallens","Miami","Florida",13.462,"fair","naturally_occurring","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sideroxylon foetidissimum","Sideroxylon foetidissimum","Miami","Florida",64.008,"poor","naturally_occurring","60.96 to 76.2 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",28.956,"fair","no_info","15.24 to 30.48 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",27.94,"good","no_info","15.24 to 30.48 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",26.67,"good","no_info","15.24 to 30.48 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doveplum","Coccoloba diversifolia","Miami","Florida",26.67,"good","naturally_occurring","15.24 to 30.48 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doveplum","Coccoloba diversifolia","Miami","Florida",18.796,"good","naturally_occurring","15.24 to 30.48 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pale lidflower","Calyptranthes pallens","Miami","Florida",13.716,"poor","naturally_occurring","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",11.176,"good","no_info","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sideroxylon foetidissimum","Sideroxylon foetidissimum","Miami","Florida",69.85,"fair","naturally_occurring","60.96 to 76.2 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",10.414,"excellent","no_info","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doveplum","Coccoloba diversifolia","Miami","Florida",11.43,"excellent","naturally_occurring","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",16.256,"good","no_info","15.24 to 30.48 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sideroxylon foetidissimum","Sideroxylon foetidissimum","Miami","Florida",92.202,"fair","naturally_occurring","more than 76.2 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oysterwood","Gymnanthes lucida","Miami","Florida",11.938,"poor","naturally_occurring","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sideroxylon foetidissimum","Sideroxylon foetidissimum","Miami","Florida",114.3,"fair","naturally_occurring","more than 76.2 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",12.954,"good","no_info","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White stopper","Eugenia axillaris","Miami","Florida",9.398,"fair","naturally_occurring","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",13.97,"excellent","no_info","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",7.874,"good","no_info","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",18.288,"excellent","no_info","15.24 to 30.48 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",28.702,"good","no_info","15.24 to 30.48 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red beadtree","Adenanthera pavonina","Miami","Florida",9.906,"excellent","introduced","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",15.24,"excellent","no_info","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",11.684,"excellent","no_info","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",13.208,"fair","no_info","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",11.684,"good","no_info","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",19.05,"good","no_info","15.24 to 30.48 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White stopper","Eugenia axillaris","Miami","Florida",20.574,"good","naturally_occurring","15.24 to 30.48 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White stopper","Eugenia axillaris","Miami","Florida",21.59,"good","naturally_occurring","15.24 to 30.48 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",49.53,"good","no_info","45.72 to 60.96 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",16.256,"fair","no_info","15.24 to 30.48 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sideroxylon foetidissimum","Sideroxylon foetidissimum","Miami","Florida",51.054,"fair","naturally_occurring","45.72 to 60.96 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",35.814,"good","no_info","30.48 to 45.72 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sideroxylon foetidissimum","Sideroxylon foetidissimum","Miami","Florida",88.392,"good","naturally_occurring","more than 76.2 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",66.294,"good","no_info","60.96 to 76.2 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White stopper","Eugenia axillaris","Miami","Florida",12.446,"good","naturally_occurring","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Red beadtree","Adenanthera pavonina","Miami","Florida",10.414,"excellent","introduced","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paradise tree","Simarouba amara","Miami","Florida",124.46,"excellent","introduced","more than 76.2 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boxleaf stopper","Eugenia foetida","Miami","Florida",25.4,"fair","naturally_occurring","15.24 to 30.48 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Leadwood","Combretum imberbe","Miami","Florida",53.086,"fair","introduced","45.72 to 60.96 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gumbo limbo","Bursera simaruba","Miami","Florida",90.17,"fair","naturally_occurring","more than 76.2 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sandbox tree","Hura crepitans","Miami","Florida",13.208,"excellent","introduced","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bitterbush","Adriana quadripartita","Miami","Florida",9.144,"good","no_info","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lancewood","Pseudopanax crassifolius","Miami","Florida",23.114,"fair","introduced","15.24 to 30.48 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bitterbush","Adriana quadripartita","Miami","Florida",10.668,"excellent","no_info","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bitterbush","Adriana quadripartita","Miami","Florida",11.684,"excellent","no_info","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bitterbush","Adriana quadripartita","Miami","Florida",9.398,"poor","no_info","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doveplum","Coccoloba diversifolia","Miami","Florida",80.01,"poor","naturally_occurring","more than 76.2 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bitterbush","Adriana quadripartita","Miami","Florida",10.922,"fair","no_info","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bitterbush","Adriana quadripartita","Miami","Florida",8.636,"fair","no_info","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doveplum","Coccoloba diversifolia","Miami","Florida",15.494,"excellent","naturally_occurring","15.24 to 30.48 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",13.462,"good","no_info","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Doveplum","Coccoloba diversifolia","Miami","Florida",36.322,"excellent","naturally_occurring","30.48 to 45.72 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paradise tree","Simarouba amara","Miami","Florida",35.306,"good","introduced","30.48 to 45.72 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Florida fishpoision tree","Piscidia piscipula","Miami","Florida",150.876,"excellent","naturally_occurring","more than 76.2 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",16.764,"excellent","no_info","15.24 to 30.48 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",13.208,"excellent","no_info","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Redberry stopper","Eugenia","Miami","Florida",11.684,"good","no_info","0 to 15.24 cm","Miami",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
