"city_ID","common_name","scientific_name","city","state","longitude_coordinate","latitude_coordinate","address","district","diameter_breast_height_CM","height_M","native","height_binned_M","diameter_breast_height_binned_CM","greater_metro","tree_ID","planted_date","most_recent_observation","retired_date","most_recent_observation_type","location_type","zipcode","neighborhood","location_name","ward","overhead_utility","condition","percent_population"
14,"Monterey pine","Pinus radiata","Garden Grove","California",-117.9583899,33.79952299,"10021 Brookside Dr",7,30.48,49.2126,"naturally_occurring","more than 18.29 m","15.24 to 30.48 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"Chinaberry","Melia azedarach","Garden Grove","California",-117.9583146,33.79951624,"10021 Brookside Dr",7,45.72,98.4252,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,"Carrotwood","Cupaniopsis anacardioides","Garden Grove","California",-117.9581684,33.79610896,"10021 Orangewood Ave",7,45.72,98.4252,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,"Carrotwood","Cupaniopsis anacardioides","Garden Grove","California",-117.9582717,33.79606164,"10021 Orangewood Ave",7,30.48,98.4252,"introduced","more than 18.29 m","15.24 to 30.48 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,"Carrotwood","Cupaniopsis anacardioides","Garden Grove","California",-117.9583837,33.79602919,"10021 Orangewood Ave",7,45.72,98.4252,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,"Brisbane box","Lophostemon confertus","Garden Grove","California",-117.954456,33.76268821,"10021 Traylor Way",5,45.72,98.4252,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,"Crape myrtle","Lagerstroemia indica","Garden Grove","California",-117.9544779,33.76952336,"10022 Imperial Ave",9,45.72,98.4252,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,"Crape myrtle","Lagerstroemia indica","Garden Grove","California",-117.9543669,33.76952534,"10022 Imperial Ave",9,45.72,98.4252,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,"Chinese elm","Ulmus parvifolia","Garden Grove","California",-117.9582366,33.790757,"10022 Melody Park Dr",7,60.96,196.8504,"introduced","more than 18.29 m","45.72 to 60.96 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,"Chinese elm","Ulmus parvifolia","Garden Grove","California",-117.9581554,33.79950927,"10031 Brookside Dr",7,76.2,196.8504,"introduced","more than 18.29 m","60.96 to 76.2 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,"Chinese elm","Ulmus parvifolia","Garden Grove","California",-117.9578249,33.79106932,"10031 Melody Park Dr",7,60.96,196.8504,"introduced","more than 18.29 m","45.72 to 60.96 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"Xylosma","Xylosma","Garden Grove","California",-117.957824,33.79103132,"10031 Melody Park Dr",7,127,328.084,"no_info","more than 18.29 m","more than 76.2 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,"Victorian box","Pittosporum undulatum","Garden Grove","California",-117.9582325,33.79279845,"10031 Roselee Dr",7,45.72,98.4252,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,"California fan palm","Washingtonia filifera","Garden Grove","California",-117.9581752,33.79320851,"10032 Mcmichael Dr",7,76.2,196.8504,"naturally_occurring","more than 18.29 m","60.96 to 76.2 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,"Mexican fan palm","Washingtonia robusta","Garden Grove","California",-117.9581897,33.79318847,"10032 Mcmichael Dr",7,45.72,328.084,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,"Crape myrtle","Lagerstroemia indica","Garden Grove","California",-117.9579491,33.79074301,"10032 Melody Park Dr",7,15.24,49.2126,"introduced","more than 18.29 m","0 to 15.24 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,"Canary island pine","Pinus canariensis","Garden Grove","California",-117.9582551,33.79263527,"10032 Roselee Dr",7,76.2,328.084,"introduced","more than 18.29 m","60.96 to 76.2 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"Chinese elm","Ulmus parvifolia","Garden Grove","California",-117.9578126,33.79130461,"10033 Edgewood Ln",7,60.96,196.8504,"introduced","more than 18.29 m","45.72 to 60.96 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,"Chinese elm","Ulmus parvifolia","Garden Grove","California",-117.9578964,33.79190632,"10039 Melody Cir",7,60.96,196.8504,"introduced","more than 18.29 m","45.72 to 60.96 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,"Chinese elm","Ulmus parvifolia","Garden Grove","California",-117.957816,33.79199161,"10041 Melody Cir",7,60.96,196.8504,"introduced","more than 18.29 m","45.72 to 60.96 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"Slippery elm","Ulmus rubra","Garden Grove","California",-117.9576915,33.79128676,"10042 Edgewood Ln",7,45.72,147.6378,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,"Carrotwood","Cupaniopsis anacardioides","Garden Grove","California",-117.9581754,33.79589196,"10042 Orangewood Ave",7,60.96,98.4252,"introduced","more than 18.29 m","45.72 to 60.96 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"Carrotwood","Cupaniopsis anacardioides","Garden Grove","California",-117.9580028,33.79595855,"10042 Orangewood Ave",7,30.48,98.4252,"introduced","more than 18.29 m","15.24 to 30.48 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,"Carrotwood","Cupaniopsis anacardioides","Garden Grove","California",-117.9579065,33.79602041,"10042 Orangewood Ave",7,45.72,98.4252,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,"Carrotwood","Cupaniopsis anacardioides","Garden Grove","California",-117.9577897,33.79605955,"10042 Orangewood Ave",7,30.48,98.4252,"introduced","more than 18.29 m","15.24 to 30.48 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,"Carrotwood","Cupaniopsis anacardioides","Garden Grove","California",-117.9579557,33.79252665,"10042 Roselee Dr",7,45.72,98.4252,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,"Carrotwood","Cupaniopsis anacardioides","Garden Grove","California",-117.9578151,33.79626502,"10045 Orangewood Ave",7,60.96,98.4252,"introduced","more than 18.29 m","45.72 to 60.96 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,"Chinese elm","Ulmus parvifolia","Garden Grove","California",-117.9576886,33.79107228,"10051 Melody Cir",7,60.96,196.8504,"introduced","more than 18.29 m","45.72 to 60.96 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,"Jacaranda","Jacaranda acutifolia","Garden Grove","California",-117.9580025,33.80217959,"10052 Becca Dr",7,45.72,147.6378,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,"Jacaranda","Jacaranda acutifolia","Garden Grove","California",-117.9579714,33.80221549,"10052 Becca Dr",7,45.72,147.6378,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"Arizona ash","Fraxinus velutina","Garden Grove","California",-117.9575526,33.7844491,"10052 Bonser Ave",8,60.96,147.6378,"naturally_occurring","more than 18.29 m","45.72 to 60.96 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,"Carrotwood","Cupaniopsis anacardioides","Garden Grove","California",-117.957646,33.79191839,"10061 Edgewood Ln",7,30.48,98.4252,"introduced","more than 18.29 m","15.24 to 30.48 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,"Chinese elm","Ulmus parvifolia","Garden Grove","California",-117.9576184,33.7918444,"10061 Edgewood Ln",7,45.72,98.4252,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,"Brisbane box","Lophostemon confertus","Garden Grove","California",-117.9576836,33.78142565,"10061 Lampson Ave",8,45.72,147.6378,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,"Brisbane box","Lophostemon confertus","Garden Grove","California",-117.9575962,33.78141976,"10061 Lampson Ave",8,15.24,98.4252,"introduced","more than 18.29 m","0 to 15.24 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,"Chinese elm","Ulmus parvifolia","Garden Grove","California",-117.9574192,33.79084277,"10061 Melody Park Dr",7,60.96,147.6378,"introduced","more than 18.29 m","45.72 to 60.96 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,"Chinese elm","Ulmus parvifolia","Garden Grove","California",-117.957567,33.79085075,"10061 Melody Park Dr",7,60.96,147.6378,"introduced","more than 18.29 m","45.72 to 60.96 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,"Water gum","Tristaniopsis laurina","Garden Grove","California",-117.9574282,33.78121624,"10065 Lampson Ave",8,45.72,98.4252,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,"Water gum","Tristaniopsis laurina","Garden Grove","California",-117.9574282,33.78121624,"10065 Lampson Ave",8,30.48,49.2126,"introduced","more than 18.29 m","15.24 to 30.48 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,"Windmill palm","Trachycarpus fortunei","Garden Grove","California",-117.9536137,33.75766673,"10071 15th St",6,30.48,98.4252,"introduced","more than 18.29 m","15.24 to 30.48 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,"Queen palm","Syagrus romanzoffianum","Garden Grove","California",-117.9537367,33.77049091,"10071 Central Ave",9,30.48,98.4252,"no_info","more than 18.29 m","15.24 to 30.48 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,"Queen palm","Syagrus romanzoffianum","Garden Grove","California",-117.9537447,33.77049155,"10071 Central Ave",9,30.48,98.4252,"no_info","more than 18.29 m","15.24 to 30.48 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,"Queen palm","Syagrus romanzoffianum","Garden Grove","California",-117.9537155,33.77048974,"10071 Central Ave",9,30.48,98.4252,"no_info","more than 18.29 m","15.24 to 30.48 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,"Queen palm","Syagrus romanzoffianum","Garden Grove","California",-117.9536564,33.77049105,"10071 Central Ave",9,15.24,49.2126,"no_info","more than 18.29 m","0 to 15.24 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,"Carrotwood","Cupaniopsis anacardioides","Garden Grove","California",-117.9536269,33.75535189,"10071 Jennrich Ave",6,45.72,98.4252,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,"Brisbane box","Lophostemon confertus","Garden Grove","California",-117.9569331,33.78144449,"10071 Lampson Ave",8,30.48,98.4252,"introduced","more than 18.29 m","15.24 to 30.48 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,"King palm","Archontophoenix cunninghamiana","Garden Grove","California",-117.9537662,33.76522037,"10071 Mallard Dr",5,15.24,49.2126,"introduced","more than 18.29 m","0 to 15.24 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,"King palm","Archontophoenix cunninghamiana","Garden Grove","California",-117.9537401,33.76520855,"10071 Mallard Dr",5,15.24,49.2126,"introduced","more than 18.29 m","0 to 15.24 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,"King palm","Archontophoenix cunninghamiana","Garden Grove","California",-117.9536657,33.76521333,"10071 Mallard Dr",5,15.24,49.2126,"introduced","more than 18.29 m","0 to 15.24 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,"Camphor tree","Cinnamomum camphora","Garden Grove","California",-117.9535645,33.76527501,"10071 Mallard Dr",5,30.48,49.2126,"introduced","more than 18.29 m","15.24 to 30.48 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,"King palm","Archontophoenix cunninghamiana","Garden Grove","California",-117.9537935,33.76521148,"10071 Mallard Dr",5,15.24,49.2126,"introduced","more than 18.29 m","0 to 15.24 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,"King palm","Archontophoenix cunninghamiana","Garden Grove","California",-117.9537026,33.76521845,"10071 Mallard Dr",5,15.24,49.2126,"introduced","more than 18.29 m","0 to 15.24 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,"Carrotwood","Cupaniopsis anacardioides","Garden Grove","California",-117.9535463,33.76536304,"10071 Mallard Dr",5,45.72,98.4252,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,"Camphor tree","Cinnamomum camphora","Garden Grove","California",-117.9535787,33.76542213,"10071 Mallard Dr",5,30.48,98.4252,"introduced","more than 18.29 m","15.24 to 30.48 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,"Carrotwood","Cupaniopsis anacardioides","Garden Grove","California",-117.9535689,33.76549687,"10071 Mallard Dr",5,45.72,98.4252,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,"Queen palm","Syagrus romanzoffianum","Garden Grove","California",-117.9535666,33.76552796,"10071 Mallard Dr",5,30.48,98.4252,"no_info","more than 18.29 m","15.24 to 30.48 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,"Carrotwood","Cupaniopsis anacardioides","Garden Grove","California",-117.9574508,33.7963644,"10071 Orangewood Ave",7,45.72,98.4252,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,"Queen palm","Syagrus romanzoffianum","Garden Grove","California",-117.9535608,33.7645617,"10071 Teal Dr",5,15.24,49.2126,"no_info","more than 18.29 m","0 to 15.24 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,"Queen palm","Syagrus romanzoffianum","Garden Grove","California",-117.9535618,33.76462186,"10071 Teal Dr",5,15.24,49.2126,"no_info","more than 18.29 m","0 to 15.24 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,"Queen palm","Syagrus romanzoffianum","Garden Grove","California",-117.9535612,33.76459451,"10071 Teal Dr",5,15.24,49.2126,"no_info","more than 18.29 m","0 to 15.24 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,"Queen palm","Syagrus romanzoffianum","Garden Grove","California",-117.9535624,33.76452814,"10071 Teal Dr",5,15.24,49.2126,"no_info","more than 18.29 m","0 to 15.24 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,"Weeping bottlebrush","Callistemon viminalis","Garden Grove","California",-117.9535696,33.76734632,"10071 Trask Ave",9,30.48,98.4252,"no_info","more than 18.29 m","15.24 to 30.48 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,"Queen palm","Syagrus romanzoffianum","Garden Grove","California",-117.9535866,33.7669775,"10071 Trask Ave",9,45.72,98.4252,"no_info","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,"Queen palm","Syagrus romanzoffianum","Garden Grove","California",-117.953588,33.76700017,"10071 Trask Ave",9,30.48,49.2126,"no_info","more than 18.29 m","15.24 to 30.48 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,"Queen palm","Syagrus romanzoffianum","Garden Grove","California",-117.9535869,33.7670371,"10071 Trask Ave",9,45.72,98.4252,"no_info","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,"Queen palm","Syagrus romanzoffianum","Garden Grove","California",-117.9535918,33.76705707,"10071 Trask Ave",9,30.48,49.2126,"no_info","more than 18.29 m","15.24 to 30.48 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,"Queen palm","Syagrus romanzoffianum","Garden Grove","California",-117.9535889,33.76708446,"10071 Trask Ave",9,30.48,98.4252,"no_info","more than 18.29 m","15.24 to 30.48 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,"Queen palm","Syagrus romanzoffianum","Garden Grove","California",-117.9535836,33.76714562,"10071 Trask Ave",9,30.48,98.4252,"no_info","more than 18.29 m","15.24 to 30.48 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"Queen palm","Syagrus romanzoffianum","Garden Grove","California",-117.9535927,33.76728288,"10071 Trask Ave",9,45.72,98.4252,"no_info","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,"Evergreen pear","Pyrus kawakamii","Garden Grove","California",-117.9536619,33.7626957,"10071 Traylor Way",5,30.48,49.2126,"no_info","more than 18.29 m","15.24 to 30.48 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,"Queen palm","Syagrus romanzoffianum","Garden Grove","California",-117.953549,33.76294936,"10071 Traylor Way",5,15.24,49.2126,"no_info","more than 18.29 m","0 to 15.24 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,"Evergreen pear","Pyrus kawakamii","Garden Grove","California",-117.9539261,33.76269026,"10071 Traylor Way",5,30.48,49.2126,"no_info","more than 18.29 m","15.24 to 30.48 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,"Queen palm","Syagrus romanzoffianum","Garden Grove","California",-117.9535526,33.76301615,"10071 Traylor Way",5,15.24,49.2126,"no_info","more than 18.29 m","0 to 15.24 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,"Leaf plum purple","Prunus cerasifera","Garden Grove","California",-117.9535477,33.76282128,"10071 Traylor Way",5,15.24,49.2126,"introduced","more than 18.29 m","0 to 15.24 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,"Evergreen pear","Pyrus kawakamii","Garden Grove","California",-117.9537569,33.76269565,"10071 Traylor Way",5,30.48,49.2126,"no_info","more than 18.29 m","15.24 to 30.48 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,"Ornamental pear","Pyrus calleryana","Garden Grove","California",-117.9573234,33.78847605,"10072 Chapman Ave",7,30.48,98.4252,"introduced","more than 18.29 m","15.24 to 30.48 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,"Chinese elm","Ulmus parvifolia","Garden Grove","California",-117.9574397,33.79075429,"10072 Melody Park Dr",7,60.96,196.8504,"introduced","more than 18.29 m","45.72 to 60.96 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,"Crape myrtle","Lagerstroemia indica","Garden Grove","California",-117.9555551,33.79255254,"10072 Roselee Dr",7,30.48,49.2126,"introduced","more than 18.29 m","15.24 to 30.48 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,"Crape myrtle","Lagerstroemia indica","Garden Grove","California",-117.9535683,33.75943213,"10072 Westminster Ave",5,30.48,49.2126,"introduced","more than 18.29 m","15.24 to 30.48 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,"Bronze loquat","Eriobotrya deflexa","Garden Grove","California",-117.9571818,33.7889691,"10081 Chapman Ave",7,30.48,98.4252,"introduced","more than 18.29 m","15.24 to 30.48 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,"Mexican fan palm","Washingtonia robusta","Garden Grove","California",-117.9573283,33.80184043,"10081 Flanner Ave",7,45.72,196.8504,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,"Mexican fan palm","Washingtonia robusta","Garden Grove","California",-117.9573374,33.80183977,"10081 Flanner Ave",7,45.72,196.8504,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,"Mexican fan palm","Washingtonia robusta","Garden Grove","California",-117.9573659,33.80184225,"10081 Flanner Ave",7,45.72,196.8504,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,"Carrotwood","Cupaniopsis anacardioides","Garden Grove","California",-117.9571476,33.77416713,"10081 Garden Grove Blvd",11,45.72,98.4252,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,"Carrotwood","Cupaniopsis anacardioides","Garden Grove","California",-117.9560335,33.77417213,"10081 Garden Grove Blvd",11,45.72,98.4252,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,"Carrotwood","Cupaniopsis anacardioides","Garden Grove","California",-117.9561549,33.77417068,"10081 Garden Grove Blvd",11,45.72,98.4252,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,"Carrotwood","Cupaniopsis anacardioides","Garden Grove","California",-117.9562881,33.77417185,"10081 Garden Grove Blvd",11,45.72,98.4252,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
179,"Carrotwood","Cupaniopsis anacardioides","Garden Grove","California",-117.956727,33.77417222,"10081 Garden Grove Blvd",11,45.72,98.4252,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,"Carrotwood","Cupaniopsis anacardioides","Garden Grove","California",-117.9568479,33.77416398,"10081 Garden Grove Blvd",11,45.72,98.4252,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,"Carrotwood","Cupaniopsis anacardioides","Garden Grove","California",-117.9534878,33.75540831,"10081 Jennrich Ave",6,45.72,98.4252,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,"Chinese elm","Ulmus parvifolia","Garden Grove","California",-117.9571134,33.79087778,"10081 Melody Park Dr",7,60.96,196.8504,"introduced","more than 18.29 m","45.72 to 60.96 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
185,"Carrotwood","Cupaniopsis anacardioides","Garden Grove","California",-117.9573335,33.79639131,"10081 Orangewood Ave",7,60.96,98.4252,"introduced","more than 18.29 m","45.72 to 60.96 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,"Chinese elm","Ulmus parvifolia","Garden Grove","California",-117.9568921,33.79178646,"10082 Edgewood Ln",7,60.96,196.8504,"introduced","more than 18.29 m","45.72 to 60.96 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,"Mexican fan palm","Washingtonia robusta","Garden Grove","California",-117.9573361,33.80175243,"10082 Flanner Ave",7,60.96,328.084,"introduced","more than 18.29 m","45.72 to 60.96 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
191,"Chinese elm","Ulmus parvifolia","Garden Grove","California",-117.9572302,33.79075137,"10082 Melody Park Dr",7,60.96,196.8504,"introduced","more than 18.29 m","45.72 to 60.96 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,"Carrotwood","Cupaniopsis anacardioides","Garden Grove","California",-117.9572877,33.7961931,"10082 Orangewood Ave",7,45.72,98.4252,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,"Carrotwood","Cupaniopsis anacardioides","Garden Grove","California",-117.9572134,33.79639244,"10085 Orangewood Ave",7,45.72,98.4252,"introduced","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
197,"Arizona ash","Fraxinus velutina","Garden Grove","California",-117.9570802,33.78435179,"10091 Bonser Ave",8,45.72,147.6378,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,"Arizona ash","Fraxinus velutina","Garden Grove","California",-117.9568411,33.78424642,"10091 Bonser Ave",8,45.72,147.6378,"naturally_occurring","more than 18.29 m","30.48 to 45.72 cm","GardenGrove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
